1,Item,Page 17-18,Categories,Product Type,Group Components,Feature,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
4575,CM1914-TR,260,Youth,Trundle Bed,,,Trundle,,CN,1,43.8,39.8,3,3,39.6,"74 1/2""L X 40 3/8""W X 5""H",Industrial,Metal,,,0,Fontana,CM1914.jpg,Antique Black,Industrial Style,Full Metal Construction,Hand-brushed Copper Details,Antique Black Finish,Trundle,,,,,,
4580,CM1925BR-TR,261,Youth,Trundle Bed,,,"Twin Trundle, Dark Bronze","Furniture of America CLAREMONT Transitional Twin Trundle, Dark Bronze",CN,1,72.3,41,2,3.4,32.78,"74 1/4""L X 39 1/4""W X 6""H",Transitional,,,,0,CLAREMONT,CM1925BR.jpg,Dark Bronze,Contemporary Style,Powder Coated,Full Metal Construction,Available in 2 Finishes,,,,,,,The simple metal design of this trundle bed adds flair to the delightful daybed. Powder coating available in two finishes: dark bronze or vintage white. - -
4582,CM1925WH-TR,261,Youth,Trundle Bed,,,"Twin Trundle, Vintage White","Furniture of America CLAREMONT Transitional Twin Trundle, Vintage White",CN,1,72.3,41,2,3.4,32.78,"74 1/4""L X 39 1/4""W X 6""H",Transitional,,,,0,CLAREMONT,CM1925WH.jpg,White,Contemporary Style,Powder Coated,Full Metal Construction,Available in 2 Finishes,,,,,,,The simple metal design of this trundle bed adds flair to the delightful daybed. Powder coating available in two finishes: dark bronze or vintage white. - -
3550,CM7155EX-TR,164,Youth,Trundle Bed,,,"Trundle, Dark Walnut","Furniture of America OLIVIA Traditional Trundle, Dark Walnut",VN,1,78.5,13.5,6.8,4.1,46.2,,Traditional,,,,0,OLIVIA,CM7155EX.jpg,Dark Walnut,Traditional Style,Dark Walnut,,,,,,,,,"With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. - -"
3563,CM7155WH-TR,164,Youth,Trundle Bed,,,"Trundle, White","Furniture of America OLIVIA Traditional Trundle, White",VN,1,78.5,13.5,6.8,4.1,46.2,,Traditional,,,,0,OLIVIA,CM7155WH.jpg,White,Traditional Style,White,,,,,,,,,"With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. - -"
3501,CM7192TR,160,Youth,Trundle Bed,,,Trundle,,VN,1,78,13,7.5,4.4,70.4,"75 1/2""W X 41 3/8""D X 12 1/4""",Traditional,"Solid Wood, Wood Veneer & Others",,,0,Henrieta,CM7192.jpg,White,Fairy Tale Style,Floral Carved Detail,Solid Wood/Wood Veneer/Others,White Finish,,,,,,,
3513,CM7226CTR,161,Youth,Trundle Bed,,,Trundle,Furniture of America Alexandra Traditional Trundle,VN,1,77,12,7,3.7,75,"76""W X 41 1/8""D X 10 1/2""H",Traditional,,,,Twin,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,Solid Wood & Others,Pearl White Finish,,,,,,,"This pearl white trundle fits perfectly under a beautiful fairy tale sleigh bed. With delicate trimmings and ornate pulls, It's perfect for making every little girl's dream come true!  - -"
3488,CM7920BK-TR,159,Youth,Trundle Bed,,,Trundle,Furniture of America Caspian Transitional Trundle,VN,1,92.5,8.3,5,2.2,36.4,"74 3/4""W X 41 1/4""D X 11 1/4""H",Transitional,,,,0,Caspian,CM7920BK.jpg,Black,Transitional Style,Solid Wood & Others,Available in 2 Colors,,,,,,,,This trundle is an excellent addition to any child's bedroom. Round knobs with beautiful trim accents match the country-inspired bed perfectly. Available in white or black. - -
3678,CM7943WH-TR,170,Youth,Trundle Bed,,,Trundle,Furniture of America MULLAN Transitional Trundle,VN,1,81.1,13.5,5.9,3.7,58.3,"30""W X 37""H X 1""D",Transitional,,,,0,MULLAN,CM7943.jpg,White,Transitional Style,Attractive Molding,"Solid Wood, Wood Veneer & Others",White Finish,,,,,,,A charming transitional style trundle with stylish molding accents. It offers a perfect complement to the matching bed. - -
3955,CM-BK1015,212,Youth,Trundle Bed,,,Trundle,Furniture of America Cletis Contemporary Trundle,CN,1,75.5,43,3,5.6,47.52,"73 5/8""L X 41 1/2""W X 11 3/4""H",Contemporary,,,,0,Cletis,CM-BK1015.jpg,"Silver, Gun Metal",Contemporary Style,Full Metal Construction,Silver & Gun Metal Finish,,,,,,,,"Along with style, this trundle brings more utility and is the best way to increase sleeping space in a child's room. - -"
4225,CM-BK458CTR-EXP,235,Youth,Trundle Bed,,,"Trundle (3 Drawers), Drk Walnut","Furniture of America University I Cottage Trundle (3 Drawers), Drk Walnut",VN,1,79.8,18.5,6.5,5.5,81.4,.,Cottage,,,,0,University I,CM-BK458T-EXP.jpg,Dark Walnut,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,,,Twin trundle and roomy drawers add extra space and comfort to any bedroom. - -
4226,CM-BK458CTR-OAK,235,Youth,Trundle Bed,,,"Trundle w/ 3 Drawers, Oak Finish","Furniture of America University I Cottage Trundle w/ 3 Drawers, Oak Finish",VN,1,79.8,18.5,6.5,5.5,81.4,.,Cottage,,,,0,University I,CM-BK458T-OAK.jpg,Oak,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,,,Twin trundle and roomy drawers add extra space and comfort to any bedroom. - -
4216,CM-BK458Q-CTR-EXP,234,Youth,Trundle Bed,,,"Trundle w/ 3 Drawers, Espresso Finish","Furniture of America UNIVERSITY Cottage Trundle w/ 3 Drawers, Espresso Finish",VN,1,81.3,18.3,6.5,5.6,81.4,.,Cottage,"Solid Wood, Wood Veneer & Others, Solid Wood, Wood Veneer & Others",,,0,UNIVERSITY,CM-BK458Q-EXP.jpg,Dark Walnut,,,,,,,,,,,
4217,CM-BK458Q-CTR-OAK,234,Youth,Trundle Bed,,,"Trundle w/ 3 Drawers, Oak Finish","Furniture of America UNIVERSITY Cottage Trundle w/ 3 Drawers, Oak Finish",VN,1,81.3,18.3,6.5,5.6,81.4,.,Cottage,,,,0,UNIVERSITY,CM-BK458Q-OAK.jpg,Oak,,,,,,,,,,,
4354,CM-TR001,242,Youth,Trundle Bed,,,Trundle,Furniture of America Radcliff Cottage Trundle,VN,1,80,11,5,2.5,48,"75 1/4""L X 41 1/4""W X 17""H",Cottage,,,,0,Radcliff,CM-TR001.jpg,Brown Cherry,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,,,Classic styling and extra sleeping space make this bunk bed great for families. Trundle bed adds the extra space for sleep overs. Finished in brown cherry. - -
3972,CM-TR1032AG,216,Youth,Trundle Bed,,,"Trundle, Green","Furniture of America RAINBOW Contemporary Trundle, Green",CN,1,42,37.5,2.3,2.1,25.96,"74 1/2""W X 40 3/8""D X 5 1/2""H",Contemporary,,,,0,RAINBOW,CM-BK1035AG.jpg,Green,Contemporary Style,Non-Recycled Heavy Gauge Tubing,Full Metal Construction,Multiple Color Options,,,,,,,There is a spectrum of choices for colors and styles in the Rainbow Collection trundles. Full metal construction with non-recycled heavy gauge tubing. - -
3973,CM-TR1032BK,216,Youth,Trundle Bed,,,"Trundle, Black","Furniture of America RAINBOW Contemporary Trundle, Black",CN,1,42,37.5,2.3,2.1,25.96,"74 1/2""W X 40 3/8""D X 5 1/2""H",Contemporary,,,,0,RAINBOW,CM-BK1035BK.jpg,Black,Contemporary Style,Non-Recycled Heavy Gauge Tubing,Full Metal Construction,Multiple Color Options,,,,,,,There is a spectrum of choices for colors and styles in the Rainbow Collection trundles. Full metal construction with non-recycled heavy gauge tubing. - -
3929,CM-TR1032GM,207,Youth,Trundle Bed,,,"Trundle, Gun Metal","Furniture of America BROCKET Contemporary Trundle, Gun Metal",CN,1,42,37.5,2.3,2.1,25.96,"74 1/2""W X 40 3/8""D X 5 1/2""H",Contemporary,,,,0,BROCKET,,Gun Metal,Contemporary Style,Full Metal Construction,Available in 2 Colors,,,,,,,,This bottom pull out trundle bed is a nice addition to an already versatile bunk bed. Finished in black or gun metal powder coating. - -
3974,CM-TR1032PR,216,Youth,Trundle Bed,,,"Trundle, Purple","Furniture of America RAINBOW Contemporary Trundle, Purple",CN,1,42,37.5,2.3,2.1,25.96,"74 1/2""W X 40 3/8""D X 5 1/2""H",Contemporary,,,,0,RAINBOW,CM-BK1035PR.jpg,Purple,Contemporary Style,Non-Recycled Heavy Gauge Tubing,Full Metal Construction,Multiple Color Options,,,,,,,There is a spectrum of choices for colors and styles in the Rainbow Collection trundles. Full metal construction with non-recycled heavy gauge tubing. - -
3975,CM-TR1032RD,216,Youth,Trundle Bed,,,"Trundle, Red","Furniture of America RAINBOW Contemporary Trundle, Red",CN,1,42,37.5,2.3,2.1,25.96,"74 1/2""W X 40 3/8""D X 5 1/2""H",Contemporary,,,,0,RAINBOW,CM-BK1035RD.jpg,Red,Contemporary Style,Non-Recycled Heavy Gauge Tubing,Full Metal Construction,Multiple Color Options,,,,,,,There is a spectrum of choices for colors and styles in the Rainbow Collection trundles. Full metal construction with non-recycled heavy gauge tubing. - -
3976,CM-TR1032SV,216,Youth,Trundle Bed,,,"Trundle, Silver","Furniture of America RAINBOW Contemporary Trundle, Silver",CN,1,42,37.5,2.3,2.1,25.96,"74 1/2""W X 40 3/8""D X 5 1/2""H",Contemporary,,,,0,RAINBOW,CM-BK1035SV.jpg,Silver,Contemporary Style,Non-Recycled Heavy Gauge Tubing,Full Metal Construction,Multiple Color Options,,,,,,,There is a spectrum of choices for colors and styles in the Rainbow Collection trundles. Full metal construction with non-recycled heavy gauge tubing. - -
3977,CM-TR1032WH,216,Youth,Trundle Bed,,,"Trundle, White","Furniture of America RAINBOW Contemporary Trundle, White",CN,1,42,37.5,2.3,2.1,25.96,"74 1/2""W X 40 3/8""D X 5 1/2""H",Contemporary,,,,0,RAINBOW,CM-BK1035WH.jpg,White,Contemporary Style,Non-Recycled Heavy Gauge Tubing,Full Metal Construction,Multiple Color Options,,,,,,,There is a spectrum of choices for colors and styles in the Rainbow Collection trundles. Full metal construction with non-recycled heavy gauge tubing. - -
3446,CM-TR452-BL,157,Youth,Trundle Bed,,,"Trundle, Blue","Furniture of America PRISMO Transitional Trundle, Blue",VN,1,76.5,10.3,5,2.3,43.65,"75""W X 40 1/2""D X 10 3/4""H",Transitional,,,,0,PRISMO,,Blue,,,,,,,,,,,
3586,CM-TR452-CH,165,Youth,Trundle Bed,,,"Trundle, Cherry","Furniture of America OMNUS Transitional Trundle, Cherry",VN,1,76.5,10.3,5,2.3,43.65,"75""W X 40 1/2""D X 10 3/4""H",Transitional,,,,0,OMNUS,CM-TR452-CH.jpg,Cherry,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Slat Kit Included,Available in 4 Finishes,,,,,,,Organize sleep-overs more often with this trundle add-on to your kid's bed. Available in four finishes. - -
4035,CM-TR452-EXP,219,Youth,Trundle Bed,,,"Trundle, Dark Walnut","Furniture of America OMNUS Transitional Trundle, Dark Walnut",VN,1,76.5,10.3,5,2.3,43.65,"75""L X 40 1/2""W X 10 3/4""H",Transitional,,,,Twin,OMNUS,CM-TR452-EXP.jpg,Dark Walnut,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Slat Kit Included,Available in 4 Finishes,,,,,,,Organize sleep-overs more often with this trundle add-on to your kid's bed. Available in four finishes. - -
4329,CM-TR452-GY,240,Youth,Trundle Bed,,,"Trundle, Gray","Furniture of America PRISMO Transitional Trundle, Gray",VN,1,76.5,10.3,5,2.3,43.65,"75""W X 40 1/2""D X 10 3/4""H",Transitional,"Solid Wood, Wood Veneer & Others",,,0,PRISMO,CM-TR452-GY.jpg,Gray,Transitional Style,Solid Wood/Wood Veneer/Others,Gray,,,,,,,,
3638,CM-TR452-OAK,167,Youth,Trundle Bed,,,"Trundle, Oak","Furniture of America OMNUS Transitional Trundle, Oak",VN,1,76.5,10.3,5,2.3,43.65,"75""L X 40 1/2""W X 10 3/4""H",Transitional,,,,0,OMNUS,CM-TR452-OAK.jpg,Oak,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Slat Kit Included,Available in 4 Finishes,,,,,,,Organize sleep-overs more often with this trundle add-on to your kid's bed. Available in four finishes. - -
3447,CM-TR452-PK,157,Youth,Trundle Bed,,,"Trundle, Pink","Furniture of America PRISMO Transitional Trundle, Pink",VN,1,76.5,10.3,5,2.3,43.65,"75""W X 40 1/2""D X 10 3/4""H",Transitional,,,,0,PRISMO,,Pink,,,,,,,,,,,
3587,CM-TR452-WH,165,Youth,Trundle Bed,,,"Trundle, White","Furniture of America OMNUS Transitional Trundle, White",VN,1,76.5,10.3,5,2.3,43.65,"75""W X 40 1/2""D X 10 3/4""H",Transitional,,,,0,OMNUS,CM-TR452-WH.jpg,White,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Slat Kit Included,Available in 4 Finishes,,,,,,,Organize sleep-overs more often with this trundle add-on to your kid's bed. Available in four finishes. - -
4593,CM-AC881BL,264,Youth,Bean Bag,,,"Bean Bag Chair, Blue","Furniture of America RIMROCK Novelty Bean Bag Chair, Blue",CN,1,31,21.3,22.8,8.7,14.3,"39 3/4""W X 30 3/4""W X 19 5/8""H",Novelty,,"82% Nylon, 18% Spandex",,0,RIMROCK,CM-AC881BL.jpg,Blue,Contemporary Style,Expandable Cushion,Removable & Washable Cover,Lycra & Foam,Available in 5 Colors,Blue,,,,,"Try this to complement the way you relax with classmates and friends! A staple of adolescent rooms or school dorms, these bean bags are not only super comfortable and plush, but also eye-catching with colors that will bring fun to a room. - -"
4594,CM-AC881GR,264,Youth,Bean Bag,,,"Bean Bag Chair, Green","Furniture of America RIMROCK Novelty Bean Bag Chair, Green",CN,1,31,21.3,22.8,8.7,14.3,"39 3/4""W X 30 3/4""W X 19 5/8""H",Novelty,,"82% Nylon, 18% Spandex",,0,RIMROCK,CM-AC881GR.jpg,Green,Contemporary Style,Expandable Cushion,Removable & Washable Cover,Lycra & Foam,Available in 5 Colors,Green,,,,,"Try this to complement the way you relax with classmates and friends! A staple of adolescent rooms or school dorms, these bean bags are not only super comfortable and plush, but also eye-catching with colors that will bring fun to a room. - -"
4595,CM-AC881OR,264,Youth,Bean Bag,,,"Bean Bag Chair, Orange","Furniture of America RIMROCK Novelty Bean Bag Chair, Orange",CN,1,31,21.3,22.8,8.7,14.3,"39 3/4""W X 30 3/4""W X 19 5/8""H",Novelty,,"82% Nylon, 18% Spandex",,0,RIMROCK,CM-AC881OR.jpg,Orange,Contemporary Style,Expandable Cushion,Removable & Washable Cover,Lycra & Foam,Available in 5 Colors,Orange,,,,,"Try this to complement the way you relax with classmates and friends! A staple of adolescent rooms or school dorms, these bean bags are not only super comfortable and plush, but also eye-catching with colors that will bring fun to a room. - -"
4596,CM-AC881PR,264,Youth,Bean Bag,,,"Bean Bag Chair, Purple","Furniture of America RIMROCK Novelty Bean Bag Chair, Purple",CN,1,31,21.3,22.8,8.7,14.3,"39 3/4""W X 30 3/4""W X 19 5/8""H",Novelty,,"82% Nylon, 18% Spandex",,0,RIMROCK,CM-AC881PR.jpg,Purple,Contemporary Style,Expandable Cushion,Removable & Washable Cover,Lycra & Foam,Available in 5 Colors,Purple,,,,,"Try this to complement the way you relax with classmates and friends! A staple of adolescent rooms or school dorms, these bean bags are not only super comfortable and plush, but also eye-catching with colors that will bring fun to a room. - -"
4597,CM-AC881YW,264,Youth,Bean Bag,,,"Bean Bag Chair, Yellow","Furniture of America RIMROCK Novelty Bean Bag Chair, Yellow",CN,1,31,21.3,22.8,8.7,14.3,"39 3/4""W X 30 3/4""W X 19 5/8""H",Novelty,,"82% Nylon, 18% Spandex",,0,RIMROCK,CM-AC881YW.jpg,Yellow,Contemporary Style,Expandable Cushion,Removable & Washable Cover,Lycra & Foam,Available in 5 Colors,Yellow,,,,,"Try this to complement the way you relax with classmates and friends! A staple of adolescent rooms or school dorms, these bean bags are not only super comfortable and plush, but also eye-catching with colors that will bring fun to a room. - -"
3761,CM7016PK-F-BED,181,Youth,Bed,"CM7016PK-F-HB, CM7016PK-F-FBR",,Full Bed,Furniture of America MONROE Contemporary Full Bed,CN,2,0,0,0,19.4,128,"84""L X 65""W X 63""H",Contemporary,"Leatherette, Solid Wood & Others",,,Full,MONROE,CM7016PK.jpg,Pink,Contemporary Style,Platform Bed,Padded Leatherette,"Solid Wood, Wood Veneer & Others",Pink,,,,,,"The comfortable design paired with a simple single-toned finish creates an eye-catching bed. This platform bed features a high hung headboard decorated with button tufting and nailhead trim, sparing no expense when it comes to style, but also keeping  convenience in mind. -"
3764,CM7016PK-T-BED,181,Youth,Bed,"CM7016PK-T-HB, CM7016PK-T-FBR",,Twin Bed,Furniture of America MONROE Contemporary Twin Bed,CN,2,0,0,0,12.9,119,"81""L X 48 1/4""W X 49 3/4""H",Contemporary,"Leatherette, Solid Wood & Others",,,Twin,MONROE,CM7016PK.jpg,Pink,Contemporary Style,Platform Bed,Padded Leatherette,"Solid Wood, Wood Veneer & Others",Pink,,,,,,"The comfortable design paired with a simple single-toned finish creates an eye-catching bed. This platform bed features a high hung headboard decorated with button tufting and nailhead trim, sparing no expense when it comes to style, but also keeping  convenience in mind. -"
3755,CM7056PK-F-BED,180,Youth,Bed,"CM7056PK-F-HB/FB, CM7056PK-F-R",,"Full Bed, Pink","Furniture of America Juilliard Contemporary Full Bed, Pink",,2,0,0,0,17.9,120.9,"85 3/4""L X 58 1/2""W X 43 3/4""H",Contemporary,,,,Full,Juilliard,CM7056PK.jpg,Pink,Bluethooth Speakers On Both Sides Of H/B,Contemporary Style,Padded Leatherette H/B,Crystal-Like Acrylic Buttons,Solid Wood & Others,Pink Color,,,,,"This striking bed will definitely appeal to young women and their love for pink! Fully upholstered in padded leatherette, the bed features glamorous crystal-like acrylic button tufting. Whats more is that on either sides of the headboard are bluetoo th speakers, that will for sure come in handy when its time to jam to those rhythmic pop songs. -"
3758,CM7056PK-T-BED,180,Youth,Bed,"CM7056PK-T-HB/FB, CM7056PK-T-R",,"Twin Bed, Pink","Furniture of America Juilliard Contemporary Twin Bed, Pink",,2,0,0,0,14.1,102,"85 3/4""L X 43 1/2""W X 43 3/4""H",Contemporary,,,,Twin,Juilliard,CM7056PK.jpg,Pink,Bluethooth Speakers On Both Sides Of H/B,Contemporary Style,Padded Leatherette H/B,Crystal-Like Acrylic Buttons,Solid Wood & Others,Pink Color,,,,,"This striking bed will definitely appeal to young women and their love for pink! Fully upholstered in padded leatherette, the bed features glamorous crystal-like acrylic button tufting. Whats more is that on either sides of the headboard are bluetoo th speakers, that will for sure come in handy when its time to jam to those rhythmic pop songs. -"
3819,CM7106,192,Youth,Bed,,,Twin Bed,Furniture of America Retro Express Novelty Twin Bed,CN,1,78,42.5,3.8,7.2,143,"82 1/2""L X 43 5/8""W X 50 1/2""H",Novelty,"Leatherette, Metal",,,0,Retro Express,CM7106.jpg,Red,Train Design,Mattress Ready,Red & Black w/ Yellow Accents,Sturdy Metal Construction,Padded Leatherette H/B,,,,,,"Finished in red and black with yellow accents, this adorable train bed will bring both fun and comfort to any childs bedroom. Built with a sturdy metal construction and padded leatherette headboard, this adds to the charm of this mattress-ready twin bed. -"
3389,CM7133-BED,153,Youth,Bed,"CM7133-1, CM7133-2, CM7133-3",,Full Size House Bed,Furniture of America COBIN Contemporary Full Size House Bed,,3,0,0,0,39,286,"83 3/4""L X 59""W X 77 1/4""H",Contemporary,,,,0,COBIN,CM7133.jpg,"Gray, White",House Design Bed,Plank Style Roof Top,14 Pc. Slats for Bed,7 Knob Hangers,Rails w/ Insert & Lock Joint Structure for Safety,"Solid Wood, Wood Veneer, Others*",Gray & White Finish,,,,"Watch your child have a blast as they hang up their outfits for the next day, and have the time of their life with this house-inspired youth bed. The realistic roof and cut-out window creates a fun sleeping environment that they’ll adore for years to  come! -"
3379,CM7135-BED,151,Youth,Bed,"CM7135-1, CM7135-2, CM7135-3, CM7135-4",,Twin Size House Bed,Furniture of America OMESTAD Contemporary Twin Size House Bed,,4,0,0,0,21.8,191.18,"80 3/8""L X 46 3/8""W X 93""H",Contemporary,,,,0,OMESTAD,CM7135.jpg,"White, Light Blue",Contemporary Style,House Design w/ Twin Size Bed,Authentic Roof Top and Cut-Out Windows,Plank-Style Side Panels,Matching Chest w/ 2 Drawers,Slat Kit Included,Angled Ladder,"Solid Wood, Wood Veneer, Others*",White and Light Blue Finish,,"Take playtime to a whole new level with this house-inspired bed and its lovely white finish. Light blue trim accentuates the plank style panels, large windows and roof top to provide an authentic experience that kids will have an absolute blast with.  Angled ladder on the side offers access to the twin size bed, while up to two optional matching chests may be accommodated beneath the loft design. -"
3384,CM7137-BED,152,Youth,Bed,"CM7137-1, CM7137-2, CM7137-3, CM7137-4",,Twin Size House Bed,Furniture of America FAREM Contemporary Twin Size House Bed,,4,0,0,0,21.3,235.4,"78 3/8""L X 47 1/2""W X 94 1/8""H",Contemporary,,,,0,FAREM,CM7137.jpg,"White, Gray",Contemporary Style,House Design w/ Twin Size Bed,Authentic Roof Top and Cut-Out Windows,Plank-Style Side Panels,Matching Chest w/ 2 Drawers,Slat Kit Included,Angled Ladder,"Solid Wood, Wood Veneer, Others*",White and Gray Finish,," See creativity flourish as kids play in this house-inspired bed with white exterior and gray trim. As they climb the attached ladder and look out the windows they will see the fun features of the plank-style sides and roof-like top. The matching dra wers provide practical storage for clothes, toys, and more so as they have a fun game of house everything is close at hand. -"
3541,CM7155EX-F-BED,164,Youth,Bed,"CM7155EX-F-HB, CM7155EX-F-FB, CM7155EX-F-R",,"Full Bed, Dark Walnut","Furniture of America OLIVIA Traditional Full Bed, Dark Walnut",,3,0,0,0,14,108.9,,Traditional,,,,Full,OLIVIA,CM7155EX.jpg,Dark Walnut,Traditional Style,Platform Bed,Padded Leatherette Camelback Headboard,Optional Trundle,Button Tufted,Turned Legs,Slat Kit Included,Dark Walnut,,,"Fit for your little king or queen, this traditional style youth bed collection features intricate details and ample storage. The tufted leatherette headboard features a camelback design with moulded trim details to create a stylishly regal look that  is sure to impress. With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. -"
3547,CM7155EX-T-BED,164,Youth,Bed,"CM7155EX-T-HB, CM7155EX-T-FB, CM7155EX-T-R",,"Twin Bed, Dark Walnut","Furniture of America OLIVIA Traditional Twin Bed, Dark Walnut",,3,0,0,0,11.1,85.8,"80 1/4""L X 44""W X 55""H",Traditional,,,,Twin,OLIVIA,CM7155EX.jpg,Dark Walnut,Traditional Style,Platform Bed,Padded Leatherette Camelback Headboard,Optional Trundle,Button Tufted,Turned Legs,Slat Kit Included,Dark Walnut,,,"Fit for your little king or queen, this traditional style youth bed collection features intricate details and ample storage. The tufted leatherette headboard features a camelback design with moulded trim details to create a stylishly regal look that  is sure to impress. With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. -"
3554,CM7155WH-F-BED,164,Youth,Bed,"CM7155WH-F-HB, CM7155WH-F-FB, CM7155WH-F-R",,"Full Bed, White","Furniture of America OLIVIA Traditional Full Bed, White",,3,0,0,0,14,108.9,"80 1/4""L X 58 3/4""W X 55""H",Traditional,,,,Full,OLIVIA,CM7155WH.jpg,White,Traditional Style,Platform Bed,Padded Leatherette Camelback Headboard,Optional Trundle,Button Tufted,Turned Legs,Slat Kit Included,White,,,"Fit for your little king or queen, this traditional style youth bed collection features intricate details and ample storage. The tufted leatherette headboard features a camelback design with moulded trim details to create a stylishly regal look that  is sure to impress. With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. -"
3560,CM7155WH-T-BED,164,Youth,Bed,"CM7155WH-T-HB, CM7155WH-T-FB, CM7155WH-T-R",,"Twin Bed, White","Furniture of America OLIVIA Traditional Twin Bed, White",,3,0,0,0,11.1,85.8,"80 1/4""L X 44""W X 55""H",Traditional,,,,Twin,OLIVIA,CM7155WH.jpg,White,Traditional Style,Platform Bed,Padded Leatherette Camelback Headboard,Optional Trundle,Button Tufted,Turned Legs,Slat Kit Included,White,,,"Fit for your little king or queen, this traditional style youth bed collection features intricate details and ample storage. The tufted leatherette headboard features a camelback design with moulded trim details to create a stylishly regal look that  is sure to impress. With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. -"
3775,CM7166F,184,Youth,Bed,,,Full Bed,Furniture of America Metro Contemporary Full Bed,VN,1,78,39,5.8,10.1,117,"83""L X 62 1/4""W X 40 3/4""H",Contemporary,"Leatherette, Metal",,,Full,Metro,CM7166.jpg,Gun Metal,Contemporary Style,Padded Leatherette H/B,Gun Metal,X-Brace Design,Matching Night Stand,,,,,,"An architectural X-brace design creates an sophisticated atomosphere around the Metro bedroom set. A padded leatherette headboard is a soft contrast to the gun metal gray finish and silver metallic drawer faces. Matching dresser, mirror, media chest  and night stand combine functionality and style into one. -"
3777,CM7166T,184,Youth,Bed,,,Twin Bed,Furniture of America Metro Contemporary Twin Bed,VN,1,78.3,39,5.8,10.2,96.8,"83""L X 47 1/4""W X 40 3/4""H",Contemporary,"Leatherette, Metal",,,Twin,Metro,CM7166.jpg,Gun Metal,Contemporary Style,Padded Leatherette H/B,Gun Metal,X-Brace Design,Matching Night Stand,,,,,,"An architectural X-brace design creates an sophisticated atomosphere around the Metro bedroom set. A padded leatherette headboard is a soft contrast to the gun metal gray finish and silver metallic drawer faces. Matching dresser, mirror, media chest  and night stand combine functionality and style into one. -"
3798,CM7190F-BED,189,Youth,Bed,"CM7190F-1, CM7190F-2",,Full Bed,Furniture of America Royal Racer Novelty Full Bed,,2,0,0,0,6.5,71.12,"81 1/8""L X 68 3/8""W X 33 3/4""H",Novelty,Metal,,,Full,Royal Racer,CM-BK719-CM7190.jpg,Gun Metal,Novelty,Race Car Bed,Padded Leatherette Headboard,Desk w/ USB & Power Outlet,Replicated Wheel Accents,Metal Construction,Gun Metal Finish,,,,Put your little one in the driver - -
3801,CM7190T-BED,189,Youth,Bed,"CM7190T-1, CM7190T-2",,Twin Bed,Furniture of America Royal Racer Novelty Twin Bed,,2,0,0,0,5.4,52.03,"81 1/8""L X 53 7/8""W X 33 3/8""H",Novelty,"Metal, Leatherette",,,Twin,Royal Racer,CM-BK719-CM7190.jpg,Gun Metal,Novelty,Race Car Bed,Padded Leatherette Headboard,Desk w/ USB & Power Outlet,Replicated Wheel Accents,Metal Construction,Gun Metal Finish,,,,Put your little one in the driver - -
3469,CM7191F-BED,159,Youth,Bed,"CM7191F-HBFB, CM7191F-R",,Full Bed,Furniture of America Meredith Transitional Full Bed,,2,0,0,0,10.7,85.37,"79 1/2""L X 56 1/2""W X 43 7/8""H",Transitional,"Solid Wood, Wood Veneer & Others",,,Full,Meredith,CM7191.jpg,Dark Walnut/White,Contemporary Style,Grooved Panel Detail,Large Round Drawer Pulls,Solid Wood/Wood Veneer/Others,Two-Tone Finish,Nightstand w/ USB Outlet & LED Touch Light,U-shaped Legs Case Goods,Dark Walnut & White Finish,,,"Subtle and sweet, this two-tone bedroom set boasts perfectly carved wave-like panel details that perfectly contrasts the round drawer pull handles. Set atop lifted cut-out feet, coordinating case goods off er plenty of storage space. Hidden LED light s can -"
