1,Item,Page 17-18,Categories,Product Type,Group Components,Feature,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
4091,CM-BK450TF-BED,224,Youth,Bunk Bed,"CM-BK450TF-1, CM-BK450TF-2, CM-BK450TF-3, CM-BK450TF-4",,Twin/Full Bunk Bed,Furniture of America MARCIE Transitional Twin/Full Bunk Bed,,4,0,0,0,22.5,225.37,"82 1/4""L X 59 1/8""W X 65""H",Transitional,,,,Twin/Full,MARCIE,CM-BK450TF.jpg,Dark Walnut,Transitional Style,Attached Ladder,Top Guard Rails,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,"From gracing wondrous pink castles to filling wild dinosaur parks, the slatted railing and molded trim details of this youth bunk bed create a classic look fit to decorate any child’s room. The attached ladder and guard rails ensure a safe space for  kids, so whether building an impenetrable blanket fort or stuffed animal paradise, your child will remain safe and secure. -"
4096,CM-BK450TQ-BED,224,Youth,Bunk Bed,"CM-BK450TQ-1, CM-BK450TQ-2, CM-BK450TQ-3, CM-BK450TQ-4",,Twin/Queen Bunk Bed,Furniture of America MARCIE Transitional Twin/Queen Bunk Bed,,4,0,0,0,24.1,234.96,"87 1/4""L X 64 1/8""W X 65""H",Transitional,,,,Twin/Queen,MARCIE,CM-BK450TQ.jpg,Dark Walnut,Transitional Style,Attached Ladder,Top Guard Rails,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,"From gracing wondrous pink castles to filling wild dinosaur parks, the slatted railing and molded trim details of this youth bunk bed create a classic look fit to decorate any child’s room. The attached ladder and guard rails ensure a safe space for  kids, so whether building an impenetrable blanket fort or stuffed animal paradise, your child will remain safe and secure. -"
4100,CM-BK450TT-BED,224,Youth,Bunk Bed,"CM-BK450TT-1, CM-BK450TT-2, CM-BK450TT-3",,Twin/Twin Bunk Bed,Furniture of America MARCIE Transitional Twin/Twin Bunk Bed,,3,0,0,0,20.4,206.8,"82 1/4""L X 44 1/8""W X 65""H",Transitional,,,,Twin/Twin,MARCIE,CM-BK450TT.jpg,Dark Walnut,Transitional Style,Attached Ladder,Top Guard Rails,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,"From gracing wondrous pink castles to filling wild dinosaur parks, the slatted railing and molded trim details of this youth bunk bed create a classic look fit to decorate any child’s room. The attached ladder and guard rails ensure a safe space for  kids, so whether building an impenetrable blanket fort or stuffed animal paradise, your child will remain safe and secure. -"
4229,CM-BK458F-EXP-BED,235,Youth,Bunk Bed,"CM-BK458F-EXP-1, CM-BK458F-EXP-2",,"Twin/Full Bunk Bed, Dark Walnut Finish","Furniture of America University I Cottage Twin/Full Bunk Bed, Dark Walnut Finish",,2,0,0,0,16,158.4,"81 1/2""L X 58""W X 71 1/2""H",Cottage,,,,Twin/Full,University I,CM-BK458F-EXP.jpg,Dark Walnut,Side Access Ladder,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This sturdy bunk bed features side ladder for easy access to top twin, lower full bed with twin trundle and roomy drawers underneath. Matching five-drawer chest available. - -"
4232,CM-BK458F-OAK-BED,235,Youth,Bunk Bed,"CM-BK458F-OAK-1, CM-BK458F-OAK-2",,"Twin/Full Bunk Bed, Oak Finish","Furniture of America University I Cottage Twin/Full Bunk Bed, Oak Finish",,2,0,0,0,16,158.4,"81 1/2""L X 58""W X 71 1/2""H",Cottage,,,,Twin/Full,University I,CM-BK458F-OAK.jpg,Oak,Side Access Ladder,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This sturdy bunk bed features side ladder for easy access to top twin, lower full bed with twin trundle and roomy drawers underneath. Matching five-drawer chest available. - -"
4220,CM-BK458Q-EXP-BED,234,Youth,Bunk Bed,"CM-BK458Q-EXP-1, CM-BK458Q-EXP-2",,"Twin/Queen Bunk Bed, Espresso","Furniture of America UNIVERSITY Cottage Twin/Queen Bunk Bed, Espresso",,2,0,0,0,17.5,184.8,"86 3/4""L X 64 3/4""W X 71 3/4""H",Cottage,,,,Twin XL/Queen,UNIVERSITY,CM-BK458Q-EXP.jpg,Dark Walnut,13 Pc. Slats Top & Bottom,Side Access Ladder,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This sturdy bunk bed features side ladder for easy access to top twin, lower full bed with twin trundle and roomy drawers underneath. Matching five-drawer chest available. - -"
4224,CM-BK458Q-OAK-BED,234,Youth,Bunk Bed,"CM-BK458Q-OAK-1, CM-BK458Q-OAK-2",,"Twin/Queen Bunk Bed, Oak","Furniture of America UNIVERSITY Cottage Twin/Queen Bunk Bed, Oak",,2,0,0,0,17.5,184.8,"86 3/4""L X 64 3/4""W X 71 3/4""H",Cottage,,,,Twin XL/Queen,UNIVERSITY,CM-BK458Q-OAK.jpg,Oak,13 Pc. Slats Top & Bottom,Side Access Ladder,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This sturdy bunk bed features side ladder for easy access to top twin, lower full bed with twin trundle and roomy drawers underneath. Matching five-drawer chest available. - -"
4235,CM-BK458T-EXP-BED,235,Youth,Bunk Bed,"CM-BK458T-EXP-1, CM-BK458T-EXP-2",,"Twin/Twin Bunk Bed, Dark Walnut Finish","Furniture of America University II Cottage Twin/Twin Bunk Bed, Dark Walnut Finish",,2,0,0,0,12.6,168.1,"81 1/2""L X 43""W X 71 1/2""H",Cottage,,,,Twin/Twin,University II,CM-BK458T-EXP.jpg,Dark Walnut,Side Access Ladder,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This space saving twin over twin bunk bed is finished in two colors, has a matching five drawer chest, side ladder for easy access to the top bunk and optional twin trundle with three drawers. - -"
4239,CM-BK458T-OAK-BED,235,Youth,Bunk Bed,"CM-BK458T-OAK-1, CM-BK458T-OAK-2",,"Twin/Twin Bunk Bed, Oak Finish","Furniture of America University II Cottage Twin/Twin Bunk Bed, Oak Finish",,2,0,0,0,12.6,168.1,"81 1/2""L X 43""W X 71 1/2""H",Cottage,,,,Twin/Twin,University II,CM-BK458T-OAK.jpg,Oak,Side Access Ladder,13 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"This space saving twin over twin bunk bed is finished in two colors, has a matching five drawer chest, side ladder for easy access to the top bunk and optional twin trundle with three drawers. - -"
4079,CM-BK459EX-BED,223,Youth,Bunk Bed,"CM-BK459EX-1, CM-BK459EX-2",,Twin/Twin Bunk Bed w/ Book Shelf,Furniture of America Fairfield Transitional Twin/Twin Bunk Bed w/ Book Shelf,,2,0,0,0,8.1,153.8,"86 1/4""L X 41""W X 68 1/4""H",Transitional,,,,Twin/Twin,Fairfield,CM-BK459EX.jpg,Dark Walnut,Built-In Drawers & Front Access Steps,10 Pc. Slats Top & Bottom,Available in 2 Sizes,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,"Perfect for a boys room, this sturdy bunk bed has a built-in ladder and handy bookcases. Matching chest, twin size trundle, or set of drawers are also available. - -"
4082,CM-BK459EX-F-BED,223,Youth,Bunk Bed,"CM-BK459EX-F-1, CM-BK459EX-F-2",,Twin/Full Bunk Bed w/ Book Shelf,Furniture of America Fairfield Transitional Twin/Full Bunk Bed w/ Book Shelf,,2,0,0,0,8.9,157.3,"86 1/4""L X 56 3/4""W X 68 1/4""H",Transitional,,,,Twin/Full,Fairfield,CM-BK459EX-F.jpg,Dark Walnut,Built-In Drawers & Front Access Steps,10 Pc. Slats Top & Bottom,Available in 2 Sizes,"Solid Wood, Wood Veneer & Others",Dark Walnut Finish,,,,,,"Perfect for a boys room, this sturdy bunk bed has a built-in ladder and handy bookcases. Matching chest, twin size trundle, or set of drawers are also available. - -"
4459,CM-BK524-CH-BED,251,Youth,Bunk Bed,"CM-BK524-CH-1, CM-BK524-CH-2",,"Twin/Twin Bunk Bed, Cherry Finish","Furniture of America Coney Island Cottage Twin/Twin Bunk Bed, Cherry Finish",,2,0,0,0,8,106.4,"81 7/8""L X 42 5/8""W X 61 3/8""H",Cottage,,,,Twin/Twin,Coney Island,CM-BK524CH.jpg,Cherry,Picket Fence Design,Front Access Fixed Ladder,6 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 3 Finishes,,,,,,"Picket French headboard, footboard and sturdy square legs are design features of this twin over twin bunk bed. This bunk is perfect for guests or sleepovers. Finished in three colors. - -"
4462,CM-BK524-OAK-BED,251,Youth,Bunk Bed,"CM-BK524-OAK-1, CM-BK524-OAK-2",,"Twin/Twin Bunk Bed, Oak Finish","Furniture of America Coney Island Cottage Twin/Twin Bunk Bed, Oak Finish",,2,0,0,0,8,172.72,"81 7/8""L X 42 5/8""W X 61 3/8""H",Cottage,,,,Twin/Twin,Coney Island,CM-BK524OAK.jpg,Oak,Picket Fence Design,Front Access Fixed Ladder,6 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 3 Finishes,,,,,,"Picket French headboard, footboard and sturdy square legs are design features of this twin over twin bunk bed. This bunk is perfect for guests or sleepovers. Finished in three colors. - -"
4465,CM-BK524-W-BED,251,Youth,Bunk Bed,"CM-BK524-W-1, CM-BK524-W-2",,"Twin/Twin Bunk Bed, White Finish","Furniture of America Coney Island Cottage Twin/Twin Bunk Bed, White Finish",,2,0,0,0,8,106.4,"81 7/8""L X 42 5/8""W X 61 3/8""H",Cottage,,,,Twin/Twin,Coney Island,CM-BK524W.jpg,White,Picket Fence Design,Front Access Fixed Ladder,6 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 3 Finishes,,,,,,"Picket French headboard, footboard and sturdy square legs are design features of this twin over twin bunk bed. This bunk is perfect for guests or sleepovers. Finished in three colors. - -"
4380,CM-BK588A-BED,245,Youth,Bunk Bed,"CM-BK588A-1, CM-BK588A-2",,"Twin/Full Bunk Bed w/ 2 Drawers, Oak Finish","Furniture of America California III Transitional Twin/Full Bunk Bed w/ 2 Drawers, Oak Finish",,2,0,0,0,13.3,156.79,"78 3/8""W X 56 1/2""D X 65""H",Transitional,,,,Twin/Full,California III,CM-BK588A.jpg,Oak,Two Drawers Included,"Solid Wood, Wood Veneer & Others",10 Pc. Slats Top & Bottom,Available in 3 Finishes,,,,,,,This twin over full bunk bed includes two large drawers for storage underneath and an attached ladder for easy access to the upper bed. The bunk bed comes in two finish options; dark walnut and the new introduction of oak. - -
4383,CM-BK588EX-BED,245,Youth,Bunk Bed,"CM-BK588EX-1, CM-BK588EX-2",,"T/F Bunk Bed W/2 Drawers, Dark Walnut","Furniture of America California III Transitional T/F Bunk Bed W/2 Drawers, Dark Walnut",,2,0,0,0,13.3,156.79,"78 3/8""W X 56 1/2""D X 65""H",Transitional,,,,Twin/Full,California III,CM-BK588EX.jpg,Dark Walnut,Two Drawers Included,"Solid Wood, Wood Veneer & Others",10 Pc. Slats Top & Bottom,Available in 3 Finishes,,,,,,,This twin over full bunk bed includes two large drawers for storage underneath and an attached ladder for easy access to the upper bed. The bunk bed comes in two finish options; dark walnut and the new introduction of oak. - -
4386,CM-BK588GY-BED,245,Youth,Bunk Bed,"CM-BK588GY-1, CM-BK588GY-2",,"Twin/Full Bunk Bed, Gray","Furniture of America California III Transitional Twin/Full Bunk Bed, Gray",,2,0,0,0,13.3,156.79,"78 3/8""W X 56 1/2""D X 65""H",Transitional,"Solid Wood, Wood Veneer & Others",,,Twin/Full,California III,CM-BK588GY.jpg,Gray,Transitional Style,Attached Ladder,10 Pc. Slats Top & Bottom,Two Drawers Included,Solid Wood/Wood Veneer/Others,Gray,,,,,"Offering much more than a couple of beds to sleep in, this twin over full bunk bed helps save some space in the your kids - -"
4389,CM-BK588WH-BED,245,Youth,Bunk Bed,"CM-BK588WH-1, CM-BK588WH-2",,"T/F Bunk Bed W/2 Drawers, White","Furniture of America California III Transitional T/F Bunk Bed W/2 Drawers, White",,2,58.3,34.3,7.5,13.3,156.79,"78 3/8""W X 56 1/2""D X 65""H",Transitional,,,,Twin/Full,California III,CM-BK588WH.jpg,White,Two Drawers Included,"Solid Wood, Wood Veneer & Others",10 Pc. Slats Top & Bottom,Available in 3 Finishes,,,,,,,This twin over full bunk bed includes two large drawers for storage underneath and an attached ladder for easy access to the upper bed. The bunk bed comes in two finish options; dark walnut and the new introduction of oak. - -
4443,CM-BK600A-BED,250,Youth,Bunk Bed,"CM-BK600A-1, CM-BK600A-2",,"Twin/Twin Bunk Bed w/ 2 Drawers, Oak Finish","Furniture of America California I Cottage Twin/Twin Bunk Bed w/ 2 Drawers, Oak Finish",,2,0,0,0,16.9,154,"79""L X 43 1/4""W X 69""H",Cottage,,,,Twin/Twin,California I,CM-BK600A.jpg,Oak,Two Drawers Included,10 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Simple and utilitarian in its charm, this farmhouse style bunk bed is characterized by straightforward design, solid pine and plywood construction. Comes with two under bed drawers with recessed handles. - -"
4446,CM-BK600CH-BED,250,Youth,Bunk Bed,"CM-BK600CH-1, CM-BK600CH-2",,"Twin/Twin Bunk Bed w/ 2 Drawers, Cherry Finish","Furniture of America California I Cottage Twin/Twin Bunk Bed w/ 2 Drawers, Cherry Finish",,2,0,0,0,16.9,154,"79""L X 43 1/4""W X 69""H",Cottage,,,,Twin/Twin,California I,CM-BK600CH.jpg,Cherry,Two Drawers Included,10 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Simple and utilitarian in its charm, this farmhouse style bunk bed is characterized by straightforward design, solid pine and plywood construction. Comes with two under bed drawers with recessed handles. - -"
4418,CM-BK601A -1&2,248,Youth,Bunk Bed,"CM-BK601A-1, CM-BK601A-2",,"Twin/Full Bunk Bed w/ 2 Drawers, Oak Finish","Furniture of America California II Transitional Twin/Full Bunk Bed w/ 2 Drawers, Oak Finish",,2,0,0,0,15.4,151.95,"78""L X 56 1/4""W X 65""H",Transitional,,,,Twin/Full,California II,CM-BK601A.jpg,Oak,Two Drawers Included,10 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Handsomely crafted of solid wood and veneer, this twin over full bunk bed includes under bed drawers and is finished in a rich cherry or oak finish. - -"
4421,CM-BK601CH -1&2,248,Youth,Bunk Bed,"CM-BK601CH-1, CM-BK601CH-2",,"Twin/Full Bunk Bed w/ 2 Drawers, Cherry Finish","Furniture of America California II Transitional Twin/Full Bunk Bed w/ 2 Drawers, Cherry Finish",,2,0,0,0,15.4,151.95,"78""L X 56 1/4""W X 65""H",Transitional,,,,Twin/Full,California II,CM-BK601CH.jpg,Cherry,Two Drawers Included,10 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"Handsomely crafted of solid wood and veneer, this twin over full bunk bed includes under bed drawers and is finished in a rich cherry or oak finish. - -"
4266,CM-BK602F-EXP-BED,237,Youth,Bunk Bed,"CM-BK602F-EXP-1, CM-BK602F-EXP-2",,"Twin/Full Bunk Bed, Dark Walnut Finish","Furniture of America Spring Creek Cottage Twin/Full Bunk Bed, Dark Walnut Finish",,2,0,0,0,20.8,165,"80 7/8""L X 61 3/4""W X 65 1/8""H",Cottage,,,,Twin/Full,Spring Creek,CM-BK602F-EXP.jpg,Dark Walnut,Mission Style,Angled Ladder,10 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in Various Types & Finishes,,,,,,"The straight clean lines and dark walnut and oak finish create a modern Mission style that is perfect for a childs bedroom. Four styles are available in dark walnut: twin XL over queen for those with bigger space, twin over twin, twin over full and  full over full. A fifth style is also available in oak finish (twin/full). All styles feature an easy access ladder and an optional five-drawer chest to complete the room. -"
4269,CM-BK602F-GY-BED,237,Youth,Bunk Bed,"CM-BK602F-GY-1, CM-BK602F-GY-2",,"Twin/Full Bunk Bed, Gray","Furniture of America Spring Creek Cottage Twin/Full Bunk Bed, Gray",,2,0,0,0,20.8,165,"80 7/8""L X 61 3/4""W X 65 1/8""H",Cottage,"Solid Wood, Wood Veneer & Others",,,Twin/Full,Spring Creek,CM-BK602F-GY.jpg,Gray,Mission Style w/ Angled Ladder,10 Pc. Slats Top & Bottom,Solid Wood/Wood Veneer/Others,Gray,,,,,,,The straight clean lines create a modern Mission style that is perfect for a child - -
4272,CM-BK602F-OAK-BED,237,Youth,Bunk Bed,"CM-BK602F-OAK-1, CM-BK602F-OAK-2",,"Twin/Full Bunk Bed, Oak Finish","Furniture of America Spring Creek Cottage Twin/Full Bunk Bed, Oak Finish",,2,0,0,0,20.8,165,"80 7/8""L X 61 3/4""W X 65 1/8""H",Cottage,,,,Twin/Full,Spring Creek,CM-BK602F-OAK.jpg,Oak,Mission Style,Angled Ladder,10 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in Various Types & Finishes,,,,,,"The straight clean lines and dark walnut and oak finish create a modern Mission style that is perfect for a childs bedroom. Four styles are available in dark walnut: twin XL over queen for those with bigger space, twin over twin, twin over full and  full over full. A fifth style is also available in oak finish (twin/full). All styles feature an easy access ladder and an optional five-drawer chest to complete the room. -"
4275,CM-BK602F-WH-BED,237,Youth,Bunk Bed,"CM-BK602F-WH-1, CM-BK602F-WH-2",,"Twin/Full Bunk Bed, White Finish","Furniture of America SPRING CREEK Cottage Twin/Full Bunk Bed, White Finish",,2,0,0,0,20.8,165,"80 7/8""L X 61 3/4""W X 65 1/8""H",Cottage,,,,Twin/Full,SPRING CREEK,CM-BK602F-WH.jpg,White,Mission Style,Angled Ladder,10 Pc. Slats Top & Bottom,"Solid Wood, Wood Veneer & Others",Available in Various Types & Finishes,,,,,,"The straight clean lines and dark walnut, oak, or white finish create a modern Mission style that is perfect for a childs bedroom. Four styles are available in dark walnut: twin XL over queen for those with bigger space, twin over twin, twin over fu ll and full over full. A fifth style is also available in oak finish (twin/full). All styles feature an easy access ladder. -"
