1,Item,Page 17-18,Categories,Product Type,Name,Style,Display Name,Feature,Filter Tag,Short Description,Group Components,Long Description,CTN,Shipping Weight (LB),Product Dimension (Inch),Material,Material %1,Material %2,Size,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
8031,CM-DK6384CS,925,Home Office,File Cabinet,TAMI,Transitional,,w/ Casters,,Cabinet w/ Casters,,Furniture of America TAMI Transitional Cabinet w/ Casters,1,60.5,"16""L X 21""W X 23 1/4""H",,,,0,CM-DK6384.jpg,Dark Walnut,Transitional Style,Multiple Drawers,Antique Style Handles,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,
8034,CM-DK6384DL-PK,925,Home Office,Desk,TAMI,Transitional,Writing Desk,w/ Hutch,,Writing Desk w/ Hutch,"CM-DK6384DL-1, CM-DK6384DL-2",Furniture of America TAMI Transitional Writing Desk w/ Hutch,2,163.9,"60""L X 28""W X 30 1/4""H",,,,0,CM-DK6384.jpg,Dark Walnut,Transitional Style,Multiple Drawers,Antique Style Handles,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,
8035,CM-DK6384DS,925,Home Office,Desk,TAMI,Transitional,Writing Desk,,,Writing Desk,,Furniture of America TAMI Transitional Writing Desk,1,90.2,"47 3/4""L X 28""W X 30 1/4""H",,,,0,CM-DK6384.jpg,Dark Walnut,Transitional Style,Multiple Drawers,Antique Style Handles,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,
8036,CM-DK6384S,925,Home Office,Book Shelf,TAMI,Transitional,,,,Book Shelf,,Furniture of America TAMI Transitional Book Shelf,1,122.1,"32 1/2""L X 14 1/2""W X 72""H",,,,0,CM-DK6384.jpg,Dark Walnut,Transitional Style,Multiple Drawers,Antique Style Handles,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,
8037,CM-DK6255C,926,Home Office,File Cabinet,STRANDBURG,Transitional,,,,File Cabinet,,Furniture of America STRANDBURG Transitional File Cabinet,1,158.4,"36""L X 23""W X 30""H",,,,0,CM-DK6255.jpg,"Cherry, Black",Transitional Style,Multiple Drawers,Antique Style Knobs & Handles,"Solid Wood, Others",Cherry & Black Finish,,,,,,"Create a productive work environment with these traditional offi ce furnishings. A two-tone fi nish updates the vintage feel and warms up all settings. Multiple storage compartments for fi les, books and accessories allow this collection to fi t any  home and accommodate any professional. -"
8038,CM-DK6255CD,926,Home Office,Desk,STRANDBURG,Transitional,Computer Desk,,,Computer Desk,,Furniture of America STRANDBURG Transitional Computer Desk,1,302.5,"72""L X 23""W X 30""H",,,,0,CM-DK6255.jpg,"Cherry, Black",Transitional Style,Multiple Drawers,Antique Style Knobs & Handles,"Solid Wood, Others",Cherry & Black Finish,,,,,,"Create a productive work environment with these traditional offi ce furnishings. A two-tone fi nish updates the vintage feel and warms up all settings. Multiple storage compartments for fi les, books and accessories allow this collection to fi t any  home and accommodate any professional. -"
8039,CM-DK6255D-B,926,Home Office,Writng Desk Base,STRANDBURG,Transitional,,,,Writng Desk Base,,Furniture of America STRANDBURG Transitional Writng Desk Base,1,226.6,.,,,,#N/A,CM-DK6255.jpg,"Cherry, Black",,,,,,,,,,,
8040,CM-DK6255DO,926,Home Office,Desk,STRANDBURG,Transitional,Oval Desk,,,Oval Office Desk,,Furniture of America STRANDBURG Transitional Writng Desk Base,1,355.3,"72""L X 32""W X 30""H","Solid Wood, Wood Veneer & Others",,,0,CM-DK6255DO.jpg,Cherry/Black,Transitional Style,Multiple Drawers,Antique Style Knobs & Handles,Solid Wood/Others,Cherry & Black Finish,,,,,,You'll look forward to getting work done in your brand new and respectable office space! Enjoy the refined sense of authority the warm walnut finish adds to your home without losing the sophisticated authority this set provides. Utilize the various s torage spaces to help keep your offi ce clutter-free to maximize your productivity! -
8041,CM-DK6255D-PK,926,Home Office,Desk,STRANDBURG,Transitional,Writing Desk,,,Writing Desk,"CM-DK6255D-T, CM-DK6255D-B",Furniture of America STRANDBURG Transitional Writing Desk,2,414.7,"72""L X 36""W X 30""H",,,,0,CM-DK6255.jpg,"Cherry, Black",Transitional Style,Multiple Drawers,Antique Style Knobs & Handles,"Solid Wood, Others",Cherry & Black Finish,,,,,,"Create a productive work environment with these traditional offi ce furnishings. A two-tone fi nish updates the vintage feel and warms up all settings. Multiple storage compartments for fi les, books and accessories allow this collection to fi t any  home and accommodate any professional. -"
8042,CM-DK6255D-T,926,Home Office,Writng Desk Top,STRANDBURG,Transitional,,,,Writng Desk Top,,Furniture of America STRANDBURG Transitional Writng Desk Top,1,188.1,.,,,,#N/A,CM-DK6255.jpg,"Cherry, Black",,,,,,,,,,,
8043,CM-DK6255H,926,Home Office,Desk Hutch,STRANDBURG,Transitional,Computer Hutch,,,Computer Hutch,,Furniture of America STRANDBURG Transitional Computer Hutch,1,240.68,"72""L X 15""W X 50""H",,,,0,CM-DK6255.jpg,"Cherry, Black",Transitional Style,Multiple Drawers,Antique Style Knobs & Handles,"Solid Wood, Others",Cherry & Black Finish,,,,,,"Create a productive work environment with these traditional offi ce furnishings. A two-tone fi nish updates the vintage feel and warms up all settings. Multiple storage compartments for fi les, books and accessories allow this collection to fi t any  home and accommodate any professional. -"
8044,CM-DK6255S,926,Home Office,Book Shelf,STRANDBURG,Transitional,,,,Bookcase,,Furniture of America STRANDBURG Transitional Bookcase,1,158.4,"32""L X 15 1/4""W X 76""H",,,,0,CM-DK6255.jpg,"Cherry, Black",Transitional Style,Antique Style Knobs & Handles,"Solid Wood, Others",Cherry & Black Finish,,,,,,,"Create a productive work environment with these traditional offi ce furnishings. A two-tone fi nish updates the vintage feel and warms up all settings. Multiple storage compartments for fi les, books and accessories allow this collection to fi t any  home and accommodate any professional. -"
8045,CM-DK6252C,927,Home Office,File Cabinet,ROOSEVELT,Traditional,,,,File Cabinet,,Furniture of America ROOSEVELT Traditional File Cabinet,1,172.7,"43 1/2""L X 24 3/4""W X 30 1/2""H",,,,0,CM-DK6252C-WB.jpg,Cherry,Traditional Style,Ornate Design Features,Multiple Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,Made of selected wood solids and veneers covers in beautiful warm wood stains  this office desk will give your workspace a respectable edge while the bold proportions that sets an executive tone for the office. Each piece packs your home office wit h a regal elegance that wont be overshadowed. -
8048,CM-DK6252CD-SET,927,Home Office,Desk,ROOSEVELT,Traditional,Credenza Desk,,,Credenza Desk,"CM-DK6252CD-1, CM-DK6252CD-2",Furniture of America ROOSEVELT Traditional Credenza Desk,2,345.4,"73""L X 23 3/4""W X 30 1/2""H",,,,0,CM-DK6252H+CD.jpg,Cherry,Traditional Style,Ornate Design Features,Multiple Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,Made of selected wood solids and veneers covers in beautiful warm wood stains  this office desk will give your workspace a respectable edge while the bold proportions that sets an executive tone for the office. Each piece packs your home office wit h a regal elegance that wont be overshadowed. -
8051,CM-DK6252DO,927,Home Office,Desk,ROOSEVELT,Traditional,Oval Desk,,,Oval Office Desk,,Furniture of America ROOSEVELT Traditional Credenza Desk,1,396,"72 3/4""L X 32 3/4""W X 30 1/2""H","Solid Wood, Wood Veneer & Others",,,0,CM-DK6252DO.jpg,Cherry,Transitional Style,Antique Style Knobs & Handles,Solid Wood/Wood Veneer/Others,Multiple Drawers,Ornate Design,Cherry Finish,,,,,You'll look forward to getting work done in your brand new and respectable office space! Enjoy the refined sense of authority the warm walnut finish adds to your home without losing the sophisticated authority this set provides. Utilize the various s torage spaces to help keep your offi ce clutter-free to maximize your productivity! -
8052,CM-DK6252D-SET,927,Home Office,Desk,ROOSEVELT,Traditional,,,,Office Desk,"CM-DK6252D-1, CM-DK6252D-2",Furniture of America ROOSEVELT Traditional Office Desk,2,443.3,"73""L X 35""W X 30 1/2""H",,,,0,CM-DK6252D.jpg,Cherry,Traditional Style,Ornate Design Features,Multiple Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,Made of selected wood solids and veneers covers in beautiful warm wood stains  this office desk will give your workspace a respectable edge while the bold proportions that sets an executive tone for the office. Each piece packs your home office wit h a regal elegance that wont be overshadowed. -
8053,CM-DK6252H,927,Home Office,Desk Hutch,ROOSEVELT,Traditional,,,,Hutch,,Furniture of America ROOSEVELT Traditional Hutch,1,203.5,"75""L X 17""W X 50 1/2""H",,,,0,CM-DK6252H+CD.jpg,Cherry,Traditional Style,Ornate Design Features,Multiple Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,Made of selected wood solids and veneers covers in beautiful warm wood stains  this office desk will give your workspace a respectable edge while the bold proportions that sets an executive tone for the office. Each piece packs your home office wit h a regal elegance that wont be overshadowed. -
8054,CM-DK6252S,927,Home Office,Book Shelf,ROOSEVELT,Traditional,,,,Book Shelf,,Furniture of America ROOSEVELT Traditional Book Shelf,1,173.8,"39 1/4""L X 17""W X 81""H",,,,Small,CM-DK6252S.jpg,Cherry,Traditional Style,Ornate Design Features,Multiple Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,Made of selected wood solids and veneers covers in beautiful warm wood stains  this office desk will give your workspace a respectable edge while the bold proportions that sets an executive tone for the office. Each piece packs your home office wit h a regal elegance that wont be overshadowed. -
8057,CM-DK6252SL-PK,927,Home Office,Book Shelf,ROOSEVELT,Traditional,,,,Large Book Shelf,"CM-DK6252SL-1, CM-DK6252SL-2",Furniture of America ROOSEVELT Traditional Large Book Shelf,2,365.2,"32""L X 15 1/4""W X 76""H",,,,Large,CM-DK6252SL.jpg,Cherry,Traditional Style,Ornate Design Features,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,,,,Finished in a beautiful warm wood stain  this office desk will give your workspace a respectable edge while the bold proportions set an executive tone for the office. Each piece packs your home office with a regal elegance that won't be overshadowed . -
8058,CM-DK6208C,928,Home Office,File Cabinet,COOLIDGE,Transitional,,,,"File Cabinet, Cherry",,"Furniture of America COOLIDGE Transitional File Cabinet, Cherry",1,151.8,"37 3/4""L X 21 1/4""W X 30""H",,,,0,CM-DK6208C.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8059,CM-DK6208CD,928,Home Office,Desk,COOLIDGE,Transitional,Credenza Desk,,,"Credenza Desk, Cherry",,"Furniture of America COOLIDGE Transitional Credenza Desk, Cherry",1,237.6,"66""L X 23""W X 30""H",,,,0,CM-DK6208.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8062,CM-DK6208D-SET,928,Home Office,Desk,COOLIDGE,Transitional,,,,"Office Desk, Cherry","CM-DK6208D-1, CM-DK6208D-2","Furniture of America COOLIDGE Transitional Office Desk, Cherry",2,321.2,"66""L X 30""W X 30""H",,,,0,CM-DK6208D-back.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8063,CM-DK6208H,928,Home Office,Desk Hutch,COOLIDGE,Transitional,,,,"Desk Hutch, Cherry",,"Furniture of America COOLIDGE Transitional Desk Hutch, Cherry",1,167.2,"67""L X 13 1/2""W X 50""H",,,,0,CM-DK6208H+CD.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8064,CM-DK6208S,928,Home Office,Book Shelf,COOLIDGE,Transitional,,,,"Book Shelf, Cherry",,"Furniture of America COOLIDGE Transitional Book Shelf, Cherry",1,149.6,"36""L X 14 1/2""W X 80""H",,,,0,CM-DK6208S.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8065,CM-DK6207C,929,Home Office,File Cabinet,DESMONT,Transitional,,,,"File Cabinet, Cherry Finish",,"Furniture of America DESMONT Transitional File Cabinet, Cherry Finish",1,147.4,"39 3/4""L X 24""W X 30 1/2""H",,,,0,CM-DK6207.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8066,CM-DK6207CD,929,Home Office,Desk,DESMONT,Transitional,Credenza Desk,,,"Credenza Desk, Cherry Finish",,"Furniture of America DESMONT Transitional Credenza Desk, Cherry Finish",1,233.2,"66""L X 24""W X 30 1/2""H",,,,0,CM-DK6207.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8069,CM-DK6207CR-SET,929,Home Office,Desk,DESMONT,Transitional,Corner Desk,,,"Corner Office Desk, Cherry Finish","CM-DK6207CR-LS, CM-DK6207CR-RS","Furniture of America DESMONT Transitional Corner Office Desk, Cherry Finish",2,396,"80""L X 68""W X 30 1/2""H",,,,0,CM-DK6207.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8070,CM-DK6207D,929,Home Office,Desk,DESMONT,Transitional,,,,"Office Desk, Cherry Finish",,"Furniture of America DESMONT Transitional Office Desk, Cherry Finish",1,246.4,"60""L X 27 3/4""W X 30 1/2""H",,,,0,CM-DK6207.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8071,CM-DK6207H,929,Home Office,Desk Hutch,DESMONT,Transitional,,,,"Desk Hutch, Cherry Finish",,"Furniture of America DESMONT Transitional Desk Hutch, Cherry Finish",1,151.8,"67 1/2""L X 14 1/2""W X 45 1/2""H",,,,0,CM-DK6207.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8072,CM-DK6207S,929,Home Office,Book Shelf,DESMONT,Transitional,,,,"Book Shelf, Cherry Finish",,"Furniture of America DESMONT Transitional Book Shelf, Cherry Finish",1,127.6,"32 1/2""L X 14 1/2""W X 76""H",,,,0,CM-DK6207.jpg,Cherry,Transitional Style,Multiple Drawers,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,This attractive desk has multiple drawers with a vibrant cherry finish. Simple lines and matching hardware pulls complete this desk. - -
8073,CM-DK6223BK,930,Home Office,Desk,Lexden,Traditional,,,,"Secretary Desk, Black",,"Furniture of America Lexden Traditional Secretary Desk, Black",1,108,"42""W X 22""D X 33 1/2""H",,,,0,CM-DK6223BK.jpg,Black,Traditional Style,Secretary Desk,Fold-Out Writing Tray,Multiple Drawers,Turned Legs,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,"For a traditional home, there is always room for a beautiful accent desk. With its turned legs and bun feet, this piece will look great in any room. Highly functional and versatile, a fold-out writing tray, multiple drawers, and storage space are ava ilable. Choose between a sleek black or bright white finish. -"
8074,CM-DK6223WH,930,Home Office,Desk,Lexden,Traditional,,,,"Secretary Desk, White",,"Furniture of America Lexden Traditional Secretary Desk, White",1,108,"42""W X 22""D X 33 1/2""H",,,,0,CM-DK6223WH.jpg,White,Traditional Style,Secretary Desk,Fold-Out Writing Tray,Multiple Drawers,Turned Legs,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,"For a traditional home, there is always room for a beautiful accent desk. With its turned legs and bun feet, this piece will look great in any room. Highly functional and versatile, a fold-out writing tray, multiple drawers, and storage space are ava ilable. Choose between a sleek black or bright white finish. -"
8075,CM-DK6224,930,Home Office,Desk,Canthus,Traditional,,,,Secretary Desk,,Furniture of America Canthus Traditional Secretary Desk,1,131,"36""W X 23""D X 41 1/2""H","Leatherette, Solid Wood, Wood Veneer & Others",,,0,CM-DK6224.jpg,Cherry,Traditional Style,Leatherette Tray Top,Multiple Drawers,Fold-Out Writing Tray,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,"This traditional style secretary desk has a fold-out writing tray, multiple drawers, and an open shelf for a very functional accent piece. Its turned legs, leatherette tray top, and cherry finish adds to its antiquated look. - -"
8076,CM-DK6296,930,Home Office,Desk,LILA,Transitional,,,,Desk,,Furniture of America LILA Transitional Desk,1,101.2,"60""L X 28""W X 30""H",,,,0,CM-DK6296.jpg,Dark Walnut,Transitional Style,3 Drawers,Ball Bearing Metal Glides,Criss-Cross Side Panel,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,
8077,CM-DK6035,931,Home Office,Desk,VEDA,Traditional,Writing Desk,,,Writing Desk,,Furniture of America VEDA Traditional Writing Desk,1,83.6,"42""W X 26""D X 39""H",,,,0,CM-DK6035.jpg,Cherry,Transitional Style,Multiple Open Compartments,Sturdy Wood Legs,Pull-out Tray,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,,"Perfect for a compact home office space or hallway area, this writing desk provides both decorative appeal and functional usage. The shelving compartments are wonderful for placing paperwork or decor, and can easily provide wire organization with the  pre-cut back panel holes. The drawer below desk top becomes a keyboard tray. -"
8078,CM-DK6068,931,Home Office,Desk,SURREY,Contemporary,,,,Desk,,Furniture of America SURREY Contemporary Desk,1,59.4,"47 1/4""W X 23 5/8""D X 31""H",,,,0,CM-DK6068.jpg,Gray,Traditional Style,Single Drawer,Double Shelves,Angled Legs,"Solid Wood, Wood Veneer, Others",Gray Finish,,,,,Revamp your home offi ce with a mysterious edginess. The gray fi nished wood construction is a delightful alternative to traditional colors while the slim structure provides both open and enclosed features. Keep the surface free from clutter with the  convenient center drawer and store larger items atop either of the side shelves. -
8079,CM-DK6450,931,Home Office,Desk,KELLS,Rustic,Writing Desk,,,Writing Desk,,Furniture of America SURREY Contemporary Desk,1,55,"48""W X 24""D X 30 3/4""H","Solid Wood, Wood Veneer & Others",,,0,CM-DK6450.jpg,Wire-brushed Dark Gray,Rustic Style,Solid Wood/Wood Veneer/Others,Wire-Brushed Dark Gray Finish,Keyboard Tray,Support Beams,,,,,,"Complete with tapered wood block legs and extra support beams, this desk is a beautiful must-have. Equipped with easy pull metal glides, the hidden keyboard tray showcases a spacesaving design. - -"
8080,CM-FC637,931,Home Office,Office Chair,SURREY,Contemporary,,,,Office Chair,,Furniture of America KRASNER Contemporary Office Chair,1,33,"25""W X 22 3/4""D X 38""H","Fabric, Metal",100% Polyester,,0,CM-FC637.jpg,Black,Contemporary Style,T-Bar Arm Rest,Adjustable Seat Height,Linen-Like Fabric,5-Caster Wheels,Black,,,,,"Perfect for a compact home office space or hallway area, this writing desk provides both decorative appeal and functional usage. The shelving compartments are wonderful for placing paperwork or decor, and can easily provide wire organization with the  pre-cut back panel holes. The drawer below desk top becomes a keyboard tray. -"
8081,CM-DK6090BK,932,Home Office,Desk,TILLY,Contemporary,,,,"Desk, Black",,"Furniture of America TILLY Contemporary Desk, Black",1,77,"47 1/4""L X 23 1/2""W X 30 1/2""H",,,,#N/A,CM-DK6090BK.jpg,Black,,,,,,,,,,,
8082,CM-DK6090BR,932,Home Office,Desk,TILLY,Contemporary,,,,"Desk, Brown",,"Furniture of America TILLY Contemporary Desk, Brown",1,77,"47 1/4""L X 23 1/2""W X 30 1/2""H",,,,#N/A,CM-DK6090BR.jpg,Brown,,,,,,,,,,,
8083,CM-DK6133BK,932,Home Office,Desk,LIV,Contemporary,Computer Desk,,,"Computer Desk, Black",,"Furniture of America LIV Contemporary Computer Desk, Black",1,105,"54""L X 22""W X 31""H",,,,0,CM-DK6133BK.jpg,Black,Contemporary Style,Angled Chrome Legs,Metal Hardware,2 Drawers,Metal & Others*,Black,,,,,
8084,CM-DK6133GY,932,Home Office,Desk,LIV,Contemporary,Computer Desk,,,"Computer Desk, Gray",,"Furniture of America LIV Contemporary Computer Desk, Gray",1,105,"54""L X 22""W X 31""H",,,,0,CM-DK6133GY-S.jpg,Gray,Contemporary Style,Angled Chrome Legs,Metal Hardware,2 Drawers,Metal & Others*,Gray,,,,,
8085,CM-DK6133WH,932,Home Office,Desk,LIV,Contemporary,Computer Desk,,,"Computer Desk, White",,"Furniture of America LIV Contemporary Computer Desk, White",1,105,"54""L X 22""W X 31""H",,,,0,CM-DK6133WH.jpg,White,Contemporary Style,Angled Chrome Legs,Metal Hardware,2 Drawers,Metal & Others*,White,,,,,
8086,CM-FC640,932,Home Office,Office Chair,TILLY,Contemporary,,,,Acrylic Office Chair,,Furniture of America TILLY Contemporary Acrylic Office Chair,1,24.2,"25 1/8""W X 26 3/8""D X 44 7/8""H (Up to 48 3/4""H) (Seat Ht: 16 1/8"" - 20"", Seat Dp: 19 5/8"")",,,,#N/A,,Clear,,,,,,,,,,,
8087,CM-DK6091,933,Home Office,Desk,YILDUN,Contemporary,Computer Desk,,,Computer Desk,,Furniture of America YILDUN Contemporary Computer Desk,1,49.5,"45 1/2""L X 23 1/4""W X 30""H",,,,0,CM-DK6091.jpg,Chrome,Contemporary Style,Slim Single Drawer,Chrome Legs,Metal & Others*,Chrome Finish,,,,,,
8088,CM-DK6131BK,933,Home Office,Desk,BRONWEN,Contemporary,Computer Desk,,,"Desk, Black",,"Furniture of America BRONWEN Contemporary Desk, Black",1,141.02,"55 1/8""L X 23 5/8""W X 30 3/4""H","Metal, Wood & Others",,,0,CM-DK6131BK.jpg,Black,Modern Design,Unique S-Shaped Side Panel,10mm Transparent Tempered Glass,Chrome Accents,Multi Shelf Space,High Gloss Finish,Available in 3 Colors,,,,"Designed with the contemporary worker in mind, this office desk will liven up any dull work space! A spacious 10mm glass table top and glossy, lacquercoated geometric table base work together to liven up any existing workspace. Open shelves are avail able for storage as well. Finally, swing the glass top and chrome leg around for a more compact setting. -"
8089,CM-DK6131WH,933,Home Office,Desk,BRONWEN,Contemporary,Computer Desk,,,"Desk, White",,"Furniture of America BRONWEN Contemporary Desk, White",1,141.02,"55 1/8""L X 23 5/8""W X 30 3/4""H","Metal, Wood & Others",,,0,CM-DK6131WH.jpg,White,Modern Design,Unique S-Shaped Side Panel,10mm Transparent Tempered Glass,Chrome Accents,Multi Shelf Space,High Gloss Finish,Available in 3 Colors,,,,"Designed with the contemporary worker in mind, this office desk will liven up any dull work space! A spacious 10mm glass table top and glossy, lacquercoated geometric table base work together to liven up any existing workspace. Open shelves are avail able for storage as well. Finally, swing the glass top and chrome leg around for a more compact setting. -"
8090,CM-AC6421BN,934,Home Office,Bench,GILBY II,Industrial,,,,Bench,,Furniture of America GILBY II Industrial Bench,1,29,"46""W X 11 3/8""D X 17""H","Metal, Solid Wood, Wood Veneer & Others",,,0,CM-AC6421T.jpg,Walnut,Industrial Design,Plank Style Top,Caster Wheel Accents,Metal Frame w/ Rivets,"Wood Veneer, Others",,,,,,"Blend manmade and natural elements with this industrial collection. Plank top provides expansive surface spaces to hold your decor and other necessities, while the matching bench features caster wheels. - -"
8091,CM-AC6421T,934,Home Office,Desk,GILBY II,Industrial,,,,Desk,,Furniture of America GILBY II Industrial Desk,1,41.4,"51""W X 18""D X 30""H","Metal, Solid Wood, Wood Veneer & Others",,,0,CM-AC6421T.jpg,Walnut,Industrial Design,Plank Style Top,Metal Frame w/ Rivets,"Wood Veneer, Others",,,,,,,"Blend manmade and natural elements with this industrial collection. Plank top provides expansive surface spaces to hold your decor and other necessities, while the matching bench features caster wheels. - -"
8092,CM-DK6099,934,Home Office,Desk,MAISY,Contemporary,Computer Desk,W/ Book Shelf,,Computer Desk w/ Bookshelf,,Furniture of America MAISY Contemporary Computer Desk w/ Bookshelf,1,63.8,"58""W X 23 5/8""D X 47 1/2""H",,,,0,CM-DK6099.jpg,Powder Coated White,Contemporary Style,3 Side Shelves,Raised Guard Rails,Metal & Others*,Powder Coated White Finish,,,,,,
8093,CM-DK6452,934,Home Office,Desk,NEWBRIDGE III,Industrial,,,,Desk,,Furniture of America MAISY Contemporary Computer Desk w/ Bookshelf,1,53.9,"47 1/4""W X 23 1/2""D X 30""H",Metal & Others,,,0,CM-DK6452.jpg,Antique Oak/Antique Brass,Transitional Style,Storage Drawers,Lower Storage Bin,Metal/Others,Antique Oak & Antique Brass Finish,,,,,,"Update your offi ce space with this computer desk to add functional style to your work life! Sturdy metal legs fi nished in antique brass feature curving feet that off er both a sophisticated shape as well as excellent support. With its two storage d rawers and open storage bin, this desk will handle all of your storage needs to maximize your productivity! -"
8094,CM-DK6276,935,Home Office,Desk,CORI,Industrial,,,,Desk,,Furniture of America MAISY Contemporary Computer Desk w/ Bookshelf,1,57.5,"48""W X 26""D X 30""H",,,,0,CM-DK6276.jpg,Antique Black,Industrial Design,Caster Wheel Accents,Wire Shelving,Padded Fabric Chair,Metal Framework,Antique Black,Metal Corner Accents,,,,incorporate this industrial writing desk into your workspace. Keep your fi les or writing utensils in the side storage area and your laptop or larger items on the sturdy table top. - -
8095,CM-DK6216,936,Home Office,Desk,Baden,Contemporary,Computer Desk,,,Glass Top Accent Desk,,Furniture of America Baden Contemporary Glass Top Accent Desk,1,61,"46 7/8""W X 24""D X 30""H","Metal, Solid Wood & Others",,,0,CM-DK6216.jpg,"Oak, Black",8mm Gray Tempered Glass Top,"Metal, Solid Wood & Others",Z-Shape Leg Design,Oak & Black Finish,,,,,,,"Metal, glass, and wood features make this computer desk unique. The gray tempered glass top gives it a refine look, while the Z-shaped legs offers a distinct personality. - -"
8096,CM-DK6641,936,Home Office,Desk,Toledo,Cottage,Corner Desk,,,"Corner Desk, Oak Finish",,"Furniture of America Toledo Cottage Corner Desk, Oak Finish",1,70.8,"31 3/4""W X 31 3/4""D X 30""H",,,,0,CM-DK6641.jpg,Medium Oak,Keyboard Tray,"Solid Wood, Wood Veneer & Others",Open Bottom Shelf,Medium Oak Finish,,,,,,,"Perfect for a Mission style office, this corner desk comes complete with a hidden pullout keyboard tray and an open bottom shelf for extra storage. - -"
8097,CM-DK6643,936,Home Office,Desk,Porto,Transitional,Corner Desk,,,"Corner Desk, Black Finish",,"Furniture of America Porto Transitional Corner Desk, Black Finish",1,59,"31 3/4""W X 31 3/4""D X 30""H","Metal, Tempered Glass, Solid Wood & Others",,,0,CM-DK6643.jpg,Black,Keyboard Tray,"Metal, Solid Wood & Others",Open Shelf,Black Finish,,,,,,,"Simple and sleek, this basic corner computer desk has open shelving for media storage and a hidden pullout keyboard tray for computer use. - -"
8098,CM-FC641BK,938,Home Office,Office Chair,SARGAS,Contemporary,,,,"Office Chair, Black",,"Furniture of America SARGAS Contemporary Office Chair, Black",1,36,"23 1/4""L X 24 5/8""W X 41""H (Up To 44 7/8""H) (Seat Ht: 19 1/4""(Up To 23 1/8""),  Seat Dp: 19 5/8"")",,,,0,CM-FC641BK.jpg,Black,Contemporary Style,Height Adjustable Headrest,Mesh Back & Cushion Seat,Adjustable Height,Black,,,,,,
