1,Item,Page 17-18,Categories,Sub-Categories,Tag #1,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
5196,CM3368SC-2PK,372,Dining,Chairs,,,,Side Chair (2/CTN),,CN,1,41,21.2,12,6,33,"19 1/2""D X 25 1/2""W X 38""H (SEAT HT: 14 1/2"", SEAT DP: 17"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Marstone,CM3368SC.jpg,Brown Cherry,Contemporary Style,Brown Leatherette Seats,Solid Wood/Wood Veneer/Others,Brown Cherry Finish,,,,,,,
5199,CM3466SC-2PK,372,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America DODSON I Transitional Side Chair (2/CTN),CN,1,39.8,18.1,12.3,5.1,30.4,"25 1/2""W X 19 1/2""D X 38""H  (Seat Ht: 19 1/2"", Seat Dp: 17"")",Transitional,,,,0,DODSON I,CM3466SC.jpg,"Black, Ivory",Contemporary Style,Nailhead Trim,Ivory Padded Fabric Chairs,"Solid Wood, Wood Veneer, Others*",Black Finish,,,,,,"Make your dining room a stylish force to be reckoned with when you add this contemporary set. A nailhead trim traces the edges of the light fabric chairs, guiding eyes down to the contrasting leg finish.  - -"
5202,CM3278SC-2PK,373,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America ROCKHAM I Transitional Side Chair (2/CTN),CN,1,36.5,16.8,10.5,3.7,24.25,"15 3/4""W X 19 3/4""D X 35 3/4""H (Seat Ht: 18 3/4"", Seat Dp: 16"")",Transitional,"Crocodile Leatherette, Solid Wood, Wood Veneer & Others",,,0,ROCKHAM I,\\Windows-edhvbcv\Attachments folder\CM3278SC.jpg,Black,Contemporary Style,Brown Crocodile Leatherette Chair,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,,,The crocodile leatherette offers a touch of contemporary feel the black finished legs complete the overall look. Also available in counter height. - -
5205,CM3984DK-SC-2PK,374,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America BRENT Transitional Side Chair (2/CTN),VN,1,41,18.9,12.6,5.6,42.9,"19 1/2""W X 25""D X 38 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 17 7/8"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,BRENT,CM3984DK-SC.jpg,"Dark Cherry, Brown",Modern Style,Padded Side Chair in 2 Colors,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,,Simplistic design carefully accented with just the touch of modern flare. Offered in either a contrasting ivory or brown chair. Your are sure to find the best style that compliments your home décor. - -
5206,CM3984SC-2PK,374,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America BRENT Transitional Side Chair (2/CTN),VN,1,41,18.9,12.6,5.7,42.9,"19 1/2""W X 25""D X 38 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 17 7/8"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,BRENT,CM3984T.jpg,"Dark Cherry, Ivory",Modern Style,Padded Side Chair in 2 Colors,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,,Simplistic design carefully accented with just the touch of modern flare. Offered in either a contrasting ivory or brown chair. Your are sure to find the best style that compliments your home décor. - -
5210,CM3024SC-2PK,375,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America Woodside Transitional Side Chair (2/CTN),VN,1,40,18.9,12.6,5.5,33,"18 3/4""W X 24 1/4""D X 38 1/4""H (Seat Ht: 18 3/4"", Seat Dp: 17 1/2"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Woodside,CM3024T.jpg,Dark Cherry,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",,,,,,,,,"Finished in dark cherry, the chairs have a simple yet elegant design that is complimented with padded leatherette seats and backs. - -"
5215,CM3824SC-2PK,376,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America BONNEVILLE I Contemporary Side Chair (2/CTN),CN,1,42.5,20,13.3,6.5,37.4,"23 1/2""W X 19""D X 41 3/4""H (Seat Ht: 19"", Seat Dp: 17"")",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,BONNEVILLE I,CM3824T.jpg,Brown Cherry,Contemporary Style,Leatherette Parson Chair,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,"Beautifully sleek, these dining chairs are perfect for any contemporary home. Parson style chairs are angled eccentrically to emphasize the complete padded leatherette upholstery and contrast stitching. - -"
5220,CM3328SC-2PK,377,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America ELMORE Contemporary Side Chair (2/CTN),VN,1,41,14.5,21,7.2,35.2,"20""W X 26 1/2""D X 39 1/2""H (Seat Ht: 19"", Seat Dp: 18"")",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,ELMORE,\\Windows-edhvbcv\Attachments folder\CM3328SC.jpg,Antique Oak,Modern Style,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",Antique Oak Finish,,,,,,,A great table chair for any dining room or kitchen. These leatherette padded chairs provide the comfort you desire while bringing an amazing look to your dining area. - -
5223,CM3325SC-2PK,378,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America Bridgette I Transitional Side Chair (2/CTN),VN,1,40.5,18.8,12,5.3,36,"18""L X 20""W X 38""H",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Bridgette I,CM3325SC.jpg,Espresso,"Solid Wood, Wood Veneer & Others",Padded Leatherette Seat,,,,,,,,,"Made of solid woods and veneer, the deep espresso finish delivers a feeling of sophistication to any home. These padded leatherette chairs provide a level of comfort that is perfect for family dining. - -"
5225,CM3336SC-2PK,378,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America Edgewood I Transitional Side Chair (2/CTN),VN,1,40.8,18.8,12,5.3,35.2,"19""W X 20""D X 39""H (Seat Ht: 18 1/2"", Seat Dp: 15 1/2"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Edgewood I,CM3336SC.jpg,Espresso,Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",,,,,,,,,"A dark espresso finish make this transitional dining chair will be an attractive addition to any dining space. The seats are padded leatherette providing comfort, while the back are made of simple lines and shapes for that transitional look.  - -"
5229,CM3160SC-2PK,379,Dining,Chairs,,,,Side Chair,Furniture of America Keukenhof Transitional Side Chair,VN,1,40,21,12.3,6,37.4,"19 1/2""W X 22""D X 38""H (Seat Ht: 19 1/4"", Seat Dp: 17 1/2"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Keukenhof,CM3160RT.jpg,Dark Walnut,Padded Leatherette Chair,"Solid Wood, Wood Veneer & Others",,,,,,,,,"Clean and simple, this side chair will make any contemporary dining room one of a kind, with its unique, interlocking curved lines and padded leatherette seat. - -"
5233,CM3711SC-2PK,379,Dining,Chairs,,,,Side Chair (2/CTN),,VN,1,39,21.5,13,6.3,48.4,"19""W X 23""D X 40""H SEAT HT: 19"", SEAT DP: 18"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Montreal I,CM3711SC.jpg,Walnut,Transitional Style,Angled Backs,Padded Fabric Seat Cushions,Solid Wood/Wood Veneer/Others,Walnut Finish,,,,,,
5237,CM3615SC-2PK-KD,381,Dining,Chairs,,,,"Side Chair (2/Ctn, K/D)","Furniture of America COLMAN Transitional Side Chair (2/Ctn, K/D)",CN,1,40.3,18.5,6.6,2.9,31.9,"17 1/2""W X 21 1/2""D X 36""H, (Seat Ht: 18"", Seat Dp: 16"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,COLMAN,CM3615T.jpg,Black,Modern Style,Tall Curved Chair Back,Available in 2 Sizes,"Solid Wood, Wood Veneer & Others",,,,,,,"Modern appeal with great comfort. This chair comes in a black finish, perfect for enhancing any modern décor. - -"
5262,CM3725SC-2PK,392,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America KERA Contemporary Side Chair (2/CTN),CN,1,18.3,21.3,30,6.7,42.8,"18 1/4""W X 20 1/2""D X 35 1/2""H  (Seat Ht: 19 1/8"", Seat Dp: 16 3/4"")",Contemporary,,,,0,KERA,CM3725SC.jpg,"Silver, Black",Contemporary Style,X-Cross Chair Back,Black Padded Microfiber Seat,Metal Frames w/ Satin Plated Powder Coating,,,,,,,"Dining chairs are cushioned and upholstered with black microfiber for a comfortable dining experience. With its sleek futuristic design, this collection is a clear winner for any modern enthusiast. - -"
5266,CM3726SC-2PK,393,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America ORLA Contemporary Side Chair (2/CTN),CN,1,41,19.5,13.3,6.1,42,"17""W X 21""D X 37""H (Seat Ht: 19"", Seat Dp: 18 1/2"")",Contemporary,"Microfiber, Stainless Steel","90% Polyester, 10% Cotton",,0,ORLA,CM3726T.jpg,"Silver, Black",Contemporary Style,Padded Microfiber Seats,Sturdy Metal Construction,Oval Back Design Chair,Powder Coated Satin Plated,,,,,,"These round cut-out metal back chairs are satin plated, powder-coated and feature black foam-filled seat cushions. Combined it with its matching one-of-a-kind table, and it will make any meal feel like a fanciful feast. - -"
5270,CM3728SC-2PK,393,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America NOVA Contemporary Side Chair (2/CTN),CN,1,39,18.3,12.8,5.3,37.4,"18 1/4""W X 20 1/2""D X 35 3/4""H (Seat Ht: 19"", Seat Dp: 17 3/4"")",Contemporary,"Microfiber, Stainless Steel","90% Polyester, 10% Cotton",,0,NOVA,CM3728T.jpg,"Silver, Black",Contemporary Style,Keyhole Back,Metal Frames w/ Satin Plated Powder Coating,,,,,,,,"A beautiful satin plated powder coating, matching the metal chair frames. Relax in style as the padded microfiber cushions offer comfort while the black upholstery complements the contrasting luster of the plated finish. - -"
5277,CM3727SC-2PK,395,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America VALO Contemporary Side Chair (2/CTN),CN,1,40,18,13.3,5.5,40.5,"17""W X 21""D X 36""H (Seat Ht: 19"", Seat Dp: 18 1/2"")",Contemporary,"Microfiber, Stainless Steel","90% Polyester, 10% Cotton",,0,VALO,CM3727T.jpg,"Silver, Black",Contemporary Style,Oval Back Chair,Padded Microfiber Seat,Metal Frames w/ Satin Plated Powder Coating,,,,,,,Relax in style as the padded microfiber cushions offer comfort while drawing attention to the elegant back design. Perfect addition fot any modern home décor. - -
5281,CM3729SC-2PK,395,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America ROXO Contemporary Side Chair (2/CTN),CN,1,40.5,19.3,9,4.1,40.9,"18""W X 19""D X 39""H (Seat Ht: 19"", Seat Dp: 17 1/4"")",Contemporary,"Microfiber, Stainless Steel","90% Polyester, 10% Cotton",,0,ROXO,CM3729T.jpg,"Silver, Black",Contemporary Style,Ladder Back Chair,Padded Microfiber Seat,Metal Frames w/ Satin Plated Powder Coating,,,,,,,Relax in style as the padded microfiber cushions offer comfort while drawing attention to the elegant back design. Perfect addition fot any modern home décor. - -
5285,CM3170BK-SC-2PK,396,Dining,Chairs,,,,"Side Chair (2/Ctn), Black","Furniture of America LIVADA I Contemporary Side Chair (2/Ctn), Black",CN,1,34.3,27.6,21.6,11.8,52.25,"18 1/8""W X 24""D X 37""H (Seat Ht: 19 1/2"", Seat Dp: 17"")",Contemporary,,,,0,LIVADA I,CM3170BK-SC.jpg,"Chrome, Black",Contemporary Style,Metal Legs,Ribbed Padded Leatherette Chair,Metal & Others*,Chrome Finish,,,,,,"Get in touch with your modern side, this strikingly sleek dining set is perfect for those upscale get-togethers. The paired chairs feature matching chrome legs and ridged leatherette upholstery for unbelievable texture and personality! - -"
5287,CM3170WH-SC-2PK,396,Dining,Chairs,,,,"Side Chair (2/Ctn), White","Furniture of America LIVADA I Contemporary Side Chair (2/Ctn), White",CN,1,34.3,27.6,21.6,11.8,52.25,"18 1/8""W X 24""D X 37""H (Seat Ht: 19 1/2"", Seat Dp: 17"")",Contemporary,,,,0,LIVADA I,CM3170WH-SC.jpg,"Chrome, White",Contemporary Style,Metal Legs,Ribbed Padded Leatherette Chair,Metal & Others*,Chrome Finish,,,,,,"Get in touch with your modern side, this strikingly sleek dining set is perfect for those upscale get-togethers. The paired chairs feature matching chrome legs and ridged leatherette upholstery for unbelievable texture and personality! - -"
5291,CM3383SC-2PK,398,Dining,Chairs,,,,Side Chair (2/CTN),Furniture of America MIRIAM Contemporary Side Chair (2/CTN),CN,1,31,26,18.5,8.6,37.4,,Contemporary,,,,0,MIRIAM,CM3383SC.jpg,"Silver, Black",Contemporary Style,Sturdy Metal Construction,Black Padded Leatherette Chair,Metal & Others*,Powder Coated Silver Finish,,,,,,"Whether you’re having an intimate dinner party or a large family get-together, make sure to dine in style with this gorgeous modern dining set.Chairs are padded and upholstered in leatherette and feature a contoured backrest for relaxed comfort. A pe rfect and stylish modern set is a must-have to update your chic dining room! -"
5299,CM8370BK-SC-2PK,399,Dining,Chairs,,,,"Side Chair, Black (2/CTN)","Furniture of America Glenview Contemporary Side Chair, Black (2/CTN)",CN,1,31.5,26.3,17.8,8.5,37.7,"25 1/2""W X 16 1/2""D X 38 1/2""H",Contemporary,"Chrome, Leatherette",,,0,Glenview,CM8370BK-SC.jpg,Black,Padded Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,,"Curves define the foundation of this sophisticated dining set. The sweeping chair legs and unique shape make for perfect modern styling in a contemporary styled home. Available in two colors, these chairs are a one of a kind statement piece that wil l surely capture any guest's attention. -"
5300,CM8370WH-SC-2PK,399,Dining,Chairs,,,,"Side Chair, White (2/CTN)","Furniture of America Glenview Contemporary Side Chair, White (2/CTN)",CN,1,31.5,26.3,17.8,8.5,37.7,"25 1/2""W X 16 1/2""D X 30 1/2""H (Seat Ht: 18 1/4"", Seat Dp: 16 1/2"")",Contemporary,"Chrome, Leatherette",,,0,Glenview,CM8370WH-SC.jpg,White,Padded Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,,"Curves define the foundation of this sophisticated dining set. The sweeping chair legs and unique shape make for perfect modern styling in a contemporary styled home. Available in two colors, these chairs are a one of a kind statement piece that wil l surely capture any guest's attention. -"
5301,CM3650SC-2PK,400,Dining,Chairs,,,,Side Chair (2/CTN),,CN,1,28.5,25,19.8,8.1,46.2,"18""W X 24 1/2""D X 37 1/2""H (SEAT HT: 20"", SEAT DP: 17 1/2"")",Contemporary,"Lacquer, Metal, Solid Wood & Others",,,0,Midvale,CM3650SC.jpg,White/Chrome,Contemporary Style,Z-Shaped Chair Base,Padded Leatherette,Bold Chrome Legs,Metal/Others,White,,,,,
5305,CM8370GY-SC-2PK,401,Dining,Chairs,,,,Side Chair (2/CTN),,CN,1,31.5,26.3,17.8,8.5,37.7,"25 1/2""W X 16 1/2""D X 30 1/2""H (SEAT Ht: 18 1/4"", SEAT Dp: 16 1/2"")",Contemporary,"Leatherette, Metal",,,0,Glenview,CM8372GY-T.jpg,Gray/Chrome,Contemporary Style,Padded Leatherette Chair w/ Chrome Legs,Gray,,,,,,,,
5321,CM8371BK-SC-2PK,402,Dining,Chairs,,,,"Side Chair, Black (2/CTN)","Furniture of America Mauna Contemporary Side Chair, Black (2/CTN)",CN,1,15.5,18,33,5.3,38,"22 1/4""W X 17""D X 38""H (Seat Ht: 20 1/4"", Seat Dp: 16 1/2"")",Contemporary,"Chrome, Leatherette",,,0,Mauna,CM8371BK-SC.jpg,Black,Padded Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,,"Curves define the foundation of this sophisticated dining set. The sweeping chair legs and unique shape make for perfect modern styling in a contemporary styled home. Available in two colors, these chairs are a one of a kind statement piece that wil l surely capture any guest's attention. -"
5323,CM8371WH-SC-2PK,402,Dining,Chairs,,,,"Side Chair, White (2/CTN)","Furniture of America Mauna Contemporary Side Chair, White (2/CTN)",CN,1,15.5,18,33,5.3,38,"22 1/4""W X 17""D X 38""H (Seat Ht: 20 1/4"", Seat Dp: 16 1/2"")""",Contemporary,"Chrome, Leatherette",,,0,Mauna,CM8371WH-SC.jpg,White,Padded Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,,"Curves define the foundation of this sophisticated dining set. The sweeping chair legs and unique shape make for perfect modern styling in a contemporary styled home. Available in two colors, these chairs are a one of a kind statement piece that wil l surely capture any guest's attention. -"
5325,CM3361BK-SC-2PK,403,Dining,Chairs,,,,"Side Chair (2/Ctn), Black","Furniture of America WALKERVILLE I Contemporary Side Chair (2/Ctn), Black",CN,1,26.4,18.5,18.2,5.1,18.04,"21""L X 23""W X 42""H (Seat Ht: 19 1/2"", Seat Dp: 23"")",Contemporary,,,,0,WALKERVILLE I,CM3361BK-SC.jpg,"Chrome, Black",Contemporary Style,Chrome Legs,Padded Leatherette Chair,Metal & Others*,Black Finish,,,,,,The contemporary structure of this dining set will turn every dinner into an elegant soiree. Matching padded faux leather chairs boast perfectly stitched detailing along the seats and come supported upon bent chrome legs. - -
5328,CM3361SC-2PK,403,Dining,Chairs,,,,Side Chair (2/CTN),,CN,1,26.4,18.5,18.3,5.2,18.04,"16 1/2""W X 20 5/8""D X 37 1/2""H (SEAT HT: 19"", SEAT DP: 17 3/4"")",Contemporary,"Leatherette, Metal",,,0,WALKERVILLE I,CM3361SC.jpg,Champagne/Chrome,Contemporary Style,Padded Leatherette Chair,Metal/Others,Chrome & Champagne Finish,Side Chair,,,,,,
5335,CM8311BK-SC-2PK,404,Dining,Chairs,,,,Side Chair (2/CTN),,CN,1,30,22.5,7.5,2.9,28.48,"17 1/4""W X 23 1/2""D X 40""H (SEAT HT: 18"", SEAT DP: 17 1/2"")",Contemporary,"Leatherette, Metal",,,0,Batesland I,CM8311BK-SC.jpg,Black/Gold,Contemporary Style,Side Chair,Gold Finish,Black Leatherette,,,,,,,
5336,CM8311WH-SC-2PK,404,Dining,Chairs,,,,Side Chair (2/CTN),,CN,1,30,22.5,7.5,2.9,28.48,"17 1/4""W X 23 1/2""D X 40""H (SEAT HT: 18"", SEAT DP: 17 1/2"")",Contemporary,"Leatherette, Metal",,,0,Batesland I,CM8311WH-SC.jpg,White/Gold,Contemporary Style,Side Chair,Gold Finish,White Leatherette,,,,,,,
5337,CM8320BK-SC-2PK,404,Dining,Chairs,,,,"Side Chair, Black (2/CTN)","Furniture of America Oahu Contemporary Side Chair, Black (2/CTN)",CN,1,24.5,22.8,20.8,6.7,29.9,"21 1/2""W X 20""D X 33""H (Seat Ht: 19"", Seat Dp: 17 1/2"")",Contemporary,"Chrome, Leatherette",,,0,Oahu,CM8320BK-SC.jpg,Black,Bold Chrome Legs,Padded  Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,"Leatherette seating sets off this modern design combination. Available in black or white, these side chairs have chrome legs and stylish leatherette seats.  - -"
5338,CM8322BK-SC-2PK,404,Dining,Chairs,Crocodile Leattherette,,,Side Chair (2/CTN),,CN,1,30,22.5,7.5,2.9,28.48,"17 1/4""W X 23 1/2""D X 40""H (SEAT HT: 18"", SEAT DP: 17 1/2"")",Contemporary,"Leatherette, Metal",,,0,Batesland I,CM8322BK-SC.jpg,Black/Gold,Contemporary Style,Side Chair,Gold Finish,Black Crocodile Leatherette,,,,,,,
5339,CM8322WH-SC-2PK,404,Dining,Chairs,Crocodile Leattherette,,,Side Chair (2/CTN),,CN,1,30,22.5,7.5,2.9,28.48,"17 1/4""W X 23 1/2""D X 40""H (SEAT HT: 18"", SEAT DP: 17 1/2"")",Contemporary,"Leatherette, Metal",,,0,Batesland I,CM8322WH-SC.jpg,White/Gold,Contemporary Style,Side Chair,Gold Finish,White Crocodile Leatherette,,,,,,,
5346,CM3825BK-SC-2PK,406,Dining,Chairs,,,,Side Chair,Furniture of America LODIA I Contemporary Side Chair,CN,1,18.8,28,18.6,5.7,41.4,"17""W X 21""D X 36""H (Seat Ht: 19"", Seat Dp: 18 1/2"")",Contemporary,"Chrome, Leatherette",,,0,LODIA I,CM3825BK-T.jpg,Black,Contemporary Style,Padded Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,Pair your dining room with this simple yet eye-catching dining chair design. These padded leatherette chairs create an air of modern elegance with the help of sleek chrome legs. Available in black or white. - -
5350,CM3825WH-SC-2PK,406,Dining,Chairs,,,,Side Chair,Furniture of America LODIA I Contemporary Side Chair,CN,1,18.8,28,18.6,5.7,41.4,"17""W X 21""D X 36""H (Seat Ht: 19"", Seat Dp: 18 1/2"")",Contemporary,"Chrome, Leatherette",,,0,LODIA I,CM3825WH-T.jpg,White,Contemporary Style,Padded Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,Pair your dining room with this simple yet eye-catching dining chair design. These padded leatherette chairs create an air of modern elegance with the help of sleek chrome legs. Available in black or white. - -
5376,CM8320WH-SC-2PK,409,Dining,Chairs,,,,"Side Chair, White (2/CTN)","Furniture of America Oahu Contemporary Side Chair, White (2/CTN)",CN,1,24.5,22.8,20.8,6.7,30,"21 1/2""W X 20""D X 33""H (Seat Ht: 19"", Seat Dp: 17 1/2"")",Contemporary,"Chrome, Leatherette",,,0,Oahu,CM8320WH-SC.jpg,White,Bold Chrome Legs,Padded  Leatherette Chair w/ Chrome Legs,Available in 2 Colors,,,,,,,,"Leatherette seating sets off this modern design combination. Available in black or white, these side chairs have chrome legs and stylish leatherette seats.  - -"
5377,CM3324BK-PCW-2PK,411,Dining,Chairs,Counter Height Chair,,,Counter Ht. Wingback Chair (2/CTN),Furniture of America SANIA III Rustic Counter Ht. Wingback Chair (2/CTN),CN,1,32.8,22.8,23,9.9,56.8,"22""W X 24""D X 41 1/2""H  (Seat Ht: 24"", Seat Dp: 17"")",Rustic,,,,0,SANIA III,CM3324BK-PCW.jpg,"Antique Black, Ivory",Rustic Style,Bold Distressed Details,Wingback Inspired,Ivory Linen-like Fabric,Button Tufted w/ Nailhead Trim,"Solid Wood, Wood Veneer, Others*",Antique Black Finish,,,,"Rustic charm meets upscale design in the form of this stunning collection. This elegant ivory linen-like counter-height chair add sophisticated appeal with their wingback sides, button tufting and nailhead trim. - -"
5379,CM3324BK-BC-2PK,412,Dining,Chairs,Counter Height Chair,,,Bar Chair (2/CTN),,CN,1,49,14.3,18.3,7.4,43.6,"19 1/8""W X 23""D X 48""H (SEAT DP: 17 1/2"", SEAT HT: 30 1/4"")",Rustic,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,0,SANIA II,CM3324BK-BC.jpg,Antique Black,Transitional Style,Bar Chair,Nailhead Trim,Bold Distressed Details,Ivory Linen-like Fabric,Solid Wood/Wood Veneer/Others,Antique Black Finish,,,,
5380,CM3324BK-BCW-2PK,412,Dining,Chairs,Counter Height Chair,,,Bar Ht. Wingback Chair (2/CTN),Furniture of America SANIA II Rustic Bar Ht. Wingback Chair (2/CTN),CN,1,30.5,25,22.5,9.9,59.4,"21 1/2""W X 25""D X 44 1/2""H (Seat Ht: 30""H, Seat Dp: 17 1/2"")",Rustic,,,,0,SANIA II,CM3324BK-BCW+PCW.jpg,"Antique Black, Ivory",Rustic Style,Bold Distressed Details,Wingback Inspired,Nailhead Trim,Ivory Linen-like Fabric,"Solid Wood, Wood Veneer, Others*",Antique Black Finish,,,,"Rustic charm meets upscale design in the form of this stunning collection. This elegant ivory linen-like bar-height chair add sophisticated appeal with their wingback sides, button tufting and nailhead trim. - -"
5383,CM3324BK-PC-2PK,412,Dining,Chairs,Bar Height Chair,,,"Counter Ht. Chair, Antique Black Finish",,CN,1,43.8,12.8,18,5.8,40.7,"W19""W X 22 1/2""D X 42 3/4""H (SEAT DP: 17"", SEAT HT: 25"")",Rustic,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,0,SANIA II,CM3324BK-PT.jpg,Antique Black,Transitional Style,Counter Height Chair,Nailhead Trim,Bold Distressed Details,Ivory Linen-like Fabric,Solid Wood/Wood Veneer/Others,Antique Black Finish,,,,
5385,CM3324BC-2PK,413,Dining,Chairs,Counter Height Chair,,,Bar Chair (2/CTN),Furniture of America SANIA Rustic Bar Chair (2/CTN),CN,1,49,14.3,18.3,7.4,43.6,"19 1/8""W X 23""D X 48""H (Seat Ht: 30 1/4"", Seat Dp: 17 1/2"")",Rustic,,,,0,SANIA,CM3324BT.jpg,Natural Tone,Contemporary Style,Padded Linen-Like Ivory Chairs,Nailhead Trim,"Solid Wood, Wood Veneer, Others",Natural Tone Finish,,,,,,The paired coloring between natural toned wood and ivory linen-like upholstery creates a bright and inviting atmosphere for a space-conscious studio or loft.  - -
5388,CM3324PC-2PK,413,Dining,Chairs,Bar Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America SANIA Rustic Counter Ht. Chair (2/CTN),CN,1,43.8,12.8,18,5.8,40.7,"19""W X 22 1/2""D X 42 3/4""H (Seat Ht: 25"", Seat Dp: 17"")",Rustic,,"70% Artificial Cotton, 30% Linen",,0,SANIA,CM3324PT.jpg,Natural Tone,Contemporary Style,Padded Linen-Like Ivory Chairs,Nailhead Trim,"Solid Wood, Wood Veneer, Others",Natural Tone Finish,,,,,,The paired coloring between natural toned wood and ivory linen-like upholstery creates a bright and inviting atmosphere for a space-conscious studio or loft.  - -
5390,CM3152PC-2PK,414,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America MEAGAN II Transitional Counter Ht. Chair (2/CTN),VN,1,47.2,20.5,13.4,7.2,56.7,"20 1/2""W X 24 1/2""D X 45 1/2""H    (Seat Ht: 18"", Seat Dp: 24 1/2"")",Transitional,,,,0,MEAGAN II,CM3152PC.jpg,"Brown Cherry, Espresso",Transitional Style,Plank Design,Tapered Legs,Padded Leatherette Cushions,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,"Parson style counter-height chairs create a contemporary design with rustic appeal. Flared and upholstered in sleek leatherette, they combine trending style with modern comfort. - -"
5392,CM3213PC-2PK,415,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America ERIS II Transitional Counter Ht. Chair (2/CTN),VN,1,44.8,19,14,6.9,50.6,"19 1/4""W X 22""D X 42 1/2""H (Seat Ht: 25"", Seat Dp: 17 1/4"")",Transitional,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,ERIS II,CM3213PT.jpg,Weathered Gray,Modern Style,Bold Table Legs & Tapering Chair Frame,Padded Fabric Chairs,"Solid Wood, Wood Veneer, Others",Weathered Gray Finish,,,,,,This picturesque dining collection offers a wonderful alternative to traditional designs while maintaining a refined appearance. This counter height chair won't disappoint with its modern-inspired tapering legs and upholstered seat cushions.  - -
5394,CM3435PC-2PK,415,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America FORBES II Contemporary Counter Ht. Chair (2/CTN),VN,1,43,21.5,14.3,7.6,59.4,"21""W X 24 3/4""D X 42""H (Seat Ht: 25"", Seat Dp: 18"")",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,FORBES II,\\Windows-edhvbcv\Attachments folder\CM3435PC.jpg,Gray,Transitional Style,Padded Silver Leatherette Chairs,Wood Itching Border,"Solid Wood, Wood Veneer & Others",Gray Finish,,,,,,"Entertain your guests with this eye-catching and sophisticated transitional counter height chairs. The chairs are upholstered in silver, while the wooden frames are finished in gray. - -"
