1,Item,Page 17-18,Categories,Sub-Categories,Tag #1,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
5397,CM3018PC-2PK,417,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America GLENBROOK Transitional Counter Ht. Chair (2/CTN),VN,1,45.5,20.8,15,8.2,48.4,"20""W X 23 1/2""D X 43""H  (Seat Ht: 25 1/4"", Seat Dp: 17 3/4"")",Transitional,,,,0,GLENBROOK,CM3018PC.jpg,"Brown Cherry, Ivory",Transitional Style,Nailhead Trim,Padded Linen Chairs,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,,"Simplistic in design but high in style, this transitional style counter height set features clean, linear lines with cozy brown cherry hues. The ivory linen seats are lined with nailhead trim for a rustic flair that brings the farmhouse in. - -"
5400,CM3531PC-2PK,417,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair w/ Ivory Fabric (2/CTN),Furniture of America MELSTON II Industrial Counter Ht. Chair w/ Ivory Fabric (2/CTN),CN,1,43.8,12.8,18,5.8,40.7,"19""W X 22 1/2""D X 42 3/4""H (Seat Ht: 24 1/2"", Seat Dp: 17"")",Industrial,"Fabric, Solid Wood, Wood Veneer & Others","70% Artificial Cotton, 30% Linen",,0,MELSTON II,CM3531PT.jpg,Natural Tone,Transitional Style,Fabric Upholstered Chair w/ Nailhead Trim,"Solid Wood, Wood Veneer & Others",Natural Tone Finish,,,,,,,"Beauty comes in all different types. The unique fabric upholstery is complimented with a decorative nailhead trim. Finished in a natural tone finish, it is sure to be a welcomed addition to your dining area. - -"
5402,CM3529PC-2PK,418,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America COOPER II Industrial Counter Ht. Chair (2/CTN),CN,1,20.5,20.5,32.6,7.9,56.1,"20 1/2""W X 23 1/2""D X 41 1/2""H (Seat Ht: 25 1/2"", Seat Dp: 14 1/2"")",Industrial,"Metal, Solid Wood, Wood Veneer & Others",,,0,COOPER II,CM3529PT.jpg,Natural Elm,Industrial Inspired,Natural Wood Grain Surface,Metal Legs & Chair Frame,"Metal, Solid Wood & Wood Veneers",Natural Elm Finish,,,,,,The metal legs and chair frames contrast beautifully with the wooden seat. Tapering legs sturdily uphold the entire piece while adding a touch of modern eccentricity. - -
5405,CM3827PC-2PK,418,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America CROSBY II Industrial Counter Ht. Chair (2/CTN),CN,1,46.5,22,7.8,4.6,36.74,"20""W X 19 1/4""D X 43""H (Seat Ht: 23 1/4"", Seat Dp: 17 3/4"")",Industrial,"Metal, Solid Wood, Wood Veneer & Others",,,0,CROSBY II,CM3827RPT.jpg,"Natural Elm, Bronze",Industrial Style,Metal Table Base & Chair Frame,Metal & Wood Veneer,Bronze Finish,,,,,,,Update your dining room in a style that is casual yet uniquely refined. This industrial style counter height chair with cross back panel looks beautiful when paired with the round wooden top and slim metal frame of the matching table.  - -
5409,CM3367PC-2PK,419,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),,CN,1,15.8,15,13.8,1.9,21.1,"17 1/2""DIA X 24""H",Industrial,Metal & Others,,,0,Foskey,CM3367PT.jpg,Antique Black,Industrial Style,Fire-Hydrant Inspired Base,Swivel Round Stool,Sturdy Metal Construction,Metal/Others,Natural Tone Finish,Hand-brushed Copper Details,Antique Black Finish,,,
5414,CM3370PC-2PK,419,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),,CN,1,37.5,22,9,4.3,42.9,"17""W X 21""D X 42""H (SEAT HT: 24"", SEAT DP: 19 1/2"")",Industrial,"Metal, Wood Veneer & Others",,,0,Mullane,CM3370RPT.jpg,Weathered Gray,Industrial Style,Dark Brown Leatherette Seat Cushion,Metal/Wood Veneer/Others,Distressed  Chair Backs,Curved Wooden Backs & Tapered Legs,Weathered Gray Finish,,,,,
5420,CM3686BC-2PK,421,Dining,Chairs,Counter Height Chair,,,Bar Ht. Chair (2/CTN),Furniture of America JAZLYN II Industrial Bar Ht. Chair (2/CTN),CN,1,46.8,20,11,6,44.7,"18 1/2""W X 21 1/2""D X 44 1/2""H (Seat Ht: 30 1/2"", Seat Dp: 17 1/2"")",Industrial,,,,0,JAZLYN II,CM3686BT.jpg,Weathered Oak,Industrial Style,Plank Table Top and Chair Backs,Padded Fabric Seat Cushions,Metal Table Base & Chair Frame,"Metal, Wood Veneer, Others",Weathered Oak Finish,,,,,Ivory upholstered linen-like seats add extra contrast while paired with the metal framework of the matching counter height table. - -
5425,CM3686PC-2PK,421,Dining,Chairs,Bar Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America JAZLYN II Industrial Counter Ht. Chair (2/CTN),CN,1,41.8,20,11,5.3,40.3,"19""W X 21 1/2""D X 39 1/2""H (Seat Ht: 25"", Seat Dp: 17 1/2"")",Industrial,"Fabric, Metal, Solid Wood, Wood Veneer & Others","70% Artificial Cotton, 30% Linen",,0,JAZLYN II,CM3686PT.jpg,Weathered Oak,Industrial Style,Plank Table Top and Chair Backs,Padded Fabric Seat Cushions,Metal Table Base & Chair Frame,"Metal, Wood Veneer, Others",Weathered Oak Finish,,,,,Ivory upholstered linen-like seats add extra contrast while paired with the metal framework of the matching counter height table. - -
5429,CM3199BC-PC-2PK,422,Dining,Chairs,Counter Height Chair,,,"Ctr Ht. Chair, Cherry & Black (2/CTN)","Furniture of America SABRINA Cottage Ctr Ht. Chair, Cherry & Black (2/CTN)",VN,1,43.5,21.3,13.5,7.2,48.4,"20""W X 22""D X 41 1/2""H (Seat Ht: 26"", Seat Dp: 18"")",Cottage,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,SABRINA,CM3199BC-PC.jpg,Black,Country Style,Storage Base Design,Padded Fabric Seat Cushions,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Cherry & Black,,,,,"The cottage style combined with the beautiful two-toned finish on this counter-height chair adds a cozy look to any dining space. With a wide array of functional features such as the wine holder and multi-open storage shelves, this chair can be paire d with the matching table to give any outdated dining space a light makeover. Available in 2 finishes. -"
5435,CM3199WC-PC-2PK,423,Dining,Chairs,Counter Height Chair,,,"Ctr.Ht. Chair, Cherry & White (2/CTN)","Furniture of America SABRINA Cottage Ctr.Ht. Chair, Cherry & White (2/CTN)",VN,1,43.5,21.3,13.5,7.2,48.4,"20""W X 22""D X 41 1/2""H (Seat Ht: 26"", Seat Dp: 18"")",Cottage,"Fabric, Solid Wood, Wood Veneer & Others",100% Polyester,,0,SABRINA,CM3199WC-PT.jpg,White,Country Style,Storage Base Design,Padded Fabric Seat Cushions,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Cherry & White,,,,,"The cottage style combined with the beautiful two-toned finish on this counter-height chair adds a cozy look to any dining space. With a wide array of functional features such as the wine holder and multi-open storage shelves, this chair can be paire d with the matching table to give any outdated dining space a light makeover. Available in 2 finishes. -"
5441,CM3216PC-2PK,424,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America HARRISBURG II Cottage Counter Ht. Chair (2/CTN),VN,1,44,21,12.5,6.7,52.8,"18 7/8""W X 22 1/4""D X 41 3/4""H (Seat Ht: 23 1/4"", Seat Dp: 17"")",Cottage,,,,0,HARRISBURG II,CM3216PT.jpg,"Vintage White, Dark Oak",Cottage Style,Turned Legs,"Solid Wood, Wood Veneer & Others",Vintage White & Dark Oak Finish,,,,,,,"Create a warm cottage charm with these amazing chairs. Finished in vintage white, the dark oak chair seat truly pops with this high contrast design. - -"
5444,CM3326BC-PC-2PK,425,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America DOVER II Transitional Counter Ht. Chair (2/CTN),VN,1,42.5,18.5,11,5,39.6,"19""W X 20""D X 41""H (Seat Ht: 22 3/4"", Seat Dp: 16 1/4"")",Transitional,,,,0,DOVER II,CM3326BC-PT.jpg,"Black, Cherry",Transitional Style,Wooden Contour Seat,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"With an amazing appearance, these side chairs are surely to grab some attention. These side chairs showcase contoured seats and slatted backs for added comfort. - -"
5447,CM3326WC-PC-2PK,425,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America DOVER II Transitional Counter Ht. Chair (2/CTN),VN,1,42.5,18.5,11,5,39.6,"19""W X 20""D X 41""H (Seat Ht: 22 3/4"", Seat Dp: 16 1/4"")",Transitional,,,,0,DOVER II,CM3326WC-PT.jpg,"Vintage White, Cherry",Transitional Style,Wooden Contour Seat,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,"With an amazing appearance, these side chairs are surely to grab some attention. These side chairs showcase contoured seats and slatted backs for added comfort. - -"
5449,CM3552BC-PC-2PK,426,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America TORRINGTON II Cottage Counter Ht. Chair (2/CTN),CN,1,42.1,17.8,10.6,4.6,40.7,"18""W X 20""D X 41""H (Seat Ht: 24 1/8"", Seat Dp: 15 3/8"")",Cottage,,,,0,TORRINGTON II,CM3552BC-PT.jpg,"Black, Cherry",Country Style,Counter Height Chairs,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,These side chairs are designed with radiant country charm and accented with intricate fine points. Available in two colors and sizes to best suit any kitchen style needs. - -
5451,CM3552WC-PC-2PK,426,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America TORRINGTON II Cottage Counter Ht. Chair (2/CTN),CN,1,42.1,17.8,10.6,4.6,40.7,"18""W X 20""D X 41""H (Seat Ht: 24 1/8"", Seat Dp: 15 3/8"")",Cottage,,,,0,TORRINGTON II,CM3552WC-PT.jpg,"Vintage White, Cherry",Country Style,Counter Height Chairs,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,These side chairs are designed with radiant country charm and accented with intricate fine points. Available in two colors and sizes to best suit any kitchen style needs. - -
5453,CM3034PC-2PK,427,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America Salida II Transitional Counter Ht. Chair (2/CTN),VN,1,44.3,19.5,13.4,6.7,44,"18""W X 23 1/4""D X 42 1/2""H (Seat Ht: 26 3/4"", Seat Dp: 18""",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Salida II,CM3034PC.jpg,"Acacia, Black",Padded Leatherette Seat,"Solid Wood, Wood Veneer & Others",,,,,,,,,This two-toned counter height chair has a unique acacia back while the seats are padded leatherette in espresso.Also available in regular height. - -
5455,CM3824PC-2PK,427,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America BONNEVILLE II Contemporary Counter Ht. Chair (2/CTN),CN,1,43.5,19.8,13.5,6.7,28.6,"21 1/2""W X 19""D X 42 1/2""H (Seat Ht: 25"", Seat Dp: 16"")",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,BONNEVILLE II,CM3824PC.jpg,Brown Cherry,Contemporary Style,Leatherette Parson Chair,"Solid Wood, Wood Veneer & Others",Cherry & Black Finish,,,,,,,"Beautifully sleek, this set is great for any contemporary home. Parson style chairs angle eccentrically to emphasize the complete padded leatherette upholstery and contrast stitching. - -"
5459,CM3185PC-2PK,428,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America PETERSBURG II Traditional Counter Ht. Chair (2/CTN),CN,1,44.5,24.5,13.8,8.7,50.6,"22""W X 24 5/8""D X 43""H (Seat Ht: 25"", Seat Dp: 19 1/4"")",Traditional,"Fabric, Solid Wood, Wood Veneer & Others","80% Polyester, 20% Viscose",,0,PETERSBURG II,\\Windows-edhvbcv\Attachments folder\CM3185PC.jpg,Cherry,Traditional Style,Counter Height Chairs,Padded Fabric Chair Cushions,Curved Claw Feet,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,"This design is truly one of kind. This traditional style chair offers amazing curved claw feet, padded fabric chair and dazzeling cherry finish. - -"
5461,CM3873PC-2PK,428,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America JOHANNESBURG Traditional Counter Ht. Chair (2/CTN),CN,1,44.8,24,13.8,8.6,50.4,"21 1/8""W X 25 1/4""D X 44""H  (Seat Ht: 25"", Seat Dp: 19 1/4"")",Traditional,,,,0,JOHANNESBURG,CM3873PC.jpg,"Brown Cherry, Brown",,"Traditional Style""",Floral Wood Carvings,Padded Flannelette Seats,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,"Refining your dining room with luxurious style and class, this formal collection is perfect for the traditional home. Matching counter-height chairs come with flannelette cushions for comfortable seating and are adorned with floral wood carvings to e nhance the matching table's faux marble top. -"
5463,CM3568PC-C,429,Dining,Chairs,Corner Counter Height Chair,,,Corner Counter Ht. Chair,Furniture of America Living Stone II Transitional Corner Counter Ht. Chair,CN,1,44,38,12,11.6,31,.,Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Living Stone II,CM3568PT.jpg,Tobacco Oak,Leatherette Seat,"Solid Wood, Wood Veneer & Others",,,,,,,,,"Uniquely designed bench seating is a great space saving addition  perfect for those unused corners! The leatherette seats adds comfort and provides the similar styling between the corner, two-seater counter and single seat chairs. - -"
5464,CM3568PC-T,429,Dining,Chairs,Counter Height Chair,,,2-Seater Coutner Ht. Chair,Furniture of America Living Stone II Transitional 2-Seater Coutner Ht. Chair,CN,1,44,44,7,7.8,44.1,.,Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Living Stone II,CM3568PC-T.jpg,Tobacco Oak,Leatherette Seat,"Solid Wood, Wood Veneer & Others",,,,,,,,,"Uniquely designed bench seating is a great space saving addition  perfect for those unused corners! The leatherette seats adds comfort and provides the similar styling between the corner, two-seater counter and single seat chairs. - -"
5473,CM3187PC-2PK,430,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America DICKINSON II Cottage Counter Ht. Chair (2/CTN),VN,1,43,19,12.5,5.9,48.4,"19""W X 21 1/2""D X 42""H (Seat Ht: 25 1/2"", Seat Dp: 17 1/2"")",Cottage,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,DICKINSON II,\\Windows-edhvbcv\Attachments folder\CM3187PC.jpg,Dark Cherry,Transitional Style,Padded Leatherette Seats,Bold & Sturdy Design,"Solid Wood, Wood Veneer & Others",Dark Cherry Finish,,,,,,"Finished in dark cherry and padded leatherette seat, these counter height chairs will sure to make quite the impression. Itll be the perfect addition to your dining room. - -"
5475,CM3543PC-2PK,430,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America THOMASTON Transitional Counter Ht. Chair (2/CTN),VN,1,45.8,21,15.3,8.5,53.9,"19 1/4""W X 23""D X 43 1/2""H  (Seat Ht: 26 1/4"", Seat Dp: 17 1/2"")",Transitional,,,,0,THOMASTON,CM3543PC.jpg,"Brushed Black, Ivory",Transitional Style,Slat Back Chair,Padded Fabric Seat,"Solid Wood, Wood Veneer, Others*",Brushed Black Finish,,,,,,"When it’s time to modernize your dining space, this counter height set is ready to offer its sleek style and sophisticated beauty. Featuring crisp and clean lines and a brushed black finish, these counter-height chairs add to the elegant style with t heir slatted backrests and contrasting fabric upholstery. -"
5479,CM3111PC-DK-2PK,431,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America Priscilla II Transitional Counter Ht. Chair (2/CTN),CN,1,43,20,12,6,25.3,"18""W X 22 1/4""D X 41""H",Transitional,"Fabric, Solid Wood, Wood Veneer & Others",,,0,Priscilla II,CM3111PC-DK.jpg,Antique Oak,Ladder Back Chairs,"Solid Wood, Wood Veneer & Others",,,,,,,,,"With a warm antique oak and elegant mission styling, this chair is purely transtional in style. The ladder style back and upholstered seats in a neutral fabric add to that antiquated look. - -"
5482,CM3355PC-2PK,431,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),,VN,1,44.5,20.5,13.4,7.1,48.84,"19""W X 21""D X 43""H (SEAT DP: 17 1/2"", SEAT HT: 25 1/2"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,Brockton III,CM3355PC.jpg,Rustic Oak,Country Style,Slat Back Chairs,Rustic Oak Finish,Padded Leatherette Cushions,Solid Wood/Wood Veneer/Others,,,,,,
5484,CM3037PC-2PK,432,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America ARLINGTON Transitional Counter Ht. Chair (2/CTN),VN,1,42.1,18.9,11.9,5.5,20.9,"17 1/4""W X 21 3/4""D X 40""H  (Seat Ht: 25"", Seat Dp: 17 1/2"")",Transitional,,,,0,ARLINGTON,CM3037PC.jpg,"Brown Cherry, Beige",Transitional Style,Slatted and X-Cross Back,Padded Fabric Cushions,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,,"Decorate your dining space with the help of this charming, transitional style dining set, complete with a warm brown cherry finish and slatted, X-back chairs. The ivory fabric upholstered seats are filled with plush foam padding for an extra special  dining experience.  -"
5486,CM3985PC-2PK,432,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America JOINVILLE II Transitional Counter Ht. Chair (2/CTN),VN,1,44.1,20.5,12.6,6.6,51,"18 3/4""W X 23 1/2""D X 42""H  (Seat Ht: 23"", Seat Dp: 17 1/2"")",Transitional,,,,0,JOINVILLE II,CM3985PC.jpg,"Dark Walnut, Light Gray",Transitional Style,Padded Fabric Cushions,Tapered Legs,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,"Experience the comfort of the panel back chairs that each feature lovely light grey fabric upholstery and foam padding. With a rich dark walnut finish, this collection combines the warmth of rustic hues with the modern simplicity of clean, linear lin es for a dynamic design fit for all. -"
5488,CM3437PC-2PK,433,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America FOSTER II Transitional Counter Ht. Chair (2/CTN),VN,1,43.3,18.5,11.3,5.2,48.4,"19""W X 21 1/2""D X 42""H (Seat Ht: 23 3/4"", Seat Dp: 17 1/4"")",Transitional,,,,0,FOSTER II,CM3437PT.jpg,Dark Oak,Transitional Style,Slated Back Chairs,Plank Design,"Solid Wood, Wood Veneer & Others",Dark Oak Finish,,,,,,"Make your ideal dining room area with these uniqu slated back chairs. Finished in a dark oak finish, these chairs will certainly be a welcome addition to any home. - -"
5490,CM3711PC-2PK,433,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),,VN,1,44.9,22.5,13.6,8,52.8,"19""W X 22""D X 42 1/4""H (SEAT DP: 18"", SEAT HT: 24 1/2"")",Transitional,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,0,Montreal II,CM3711PC.jpg,Dark Oak,Transitional Style,Plank Inspired Design,Solid Wood/Wood Veneer/Others,Padded Fabric Seat Cushions,Dark Oak Finish,,,,,,
5494,CM3372PC-2PK,434,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),,CN,1,28.8,22.5,17.8,6.7,46.2,"17 3/4""W X 22 1/2""D X 41""H (SEAT HT: 26 3/8"", SEAT DP: 16 1/8"")",Midcentury Modern,"Linen-like Fabric, Solid Wood, Wood Veneer & Others",,,0,Marten,CM3372PC.jpg,Brown Cherry,Mid-Century Modern Style,Counter Height,Slim Tapered Legs,Gray Fabric,Brown Cherry Finish,Solid Wood/Wood Veneer/Others,,,,,
5496,CM3986PC-2PK,434,Dining,Chairs,Counter Height Chair,,,Counter Ht. Chair (2/CTN),Furniture of America ANTON II Contemporary Counter Ht. Chair (2/CTN),VN,1,40.4,18.9,12.6,5.6,52.8,"18 1/4""W X 21 1/2""D X 39""H  (Seat Ht: 23"", Seat Dp: 17"")",Contemporary,,,,0,ANTON II,CM3986PC.jpg,"Gray, Light Gray",Contemporary Style,Panel Back Chairs,Padded Fabric Cushions,"Solid Wood, Wood Veneer, Others*",Gray Finish,,,,,,"Perfect for casual family dinners or game nights, this contemporary style counter height set provides the ultimate cozy atmosphere. The soothing gray finish is complimented with light gray fabric upholstery for a classic look. - -"
5498,CM3988BC-2PK,435,Dining,Chairs,Counter Height Chair,,,"Bar Chairs, Medium Oak (2/CTN)","Furniture of America DWIGHT II Transitional Bar Chairs, Medium Oak (2/CTN)",VN,1,45,19.8,12.3,6.3,50.6,"18 1/2""W X 21 5/8""D X 44 1/8""H (Seat Ht: 30"", Seat Dp: 17 1/8"")",Transitional,"Leatherette, Solid Wood, Wood Veneer & Others",,,0,DWIGHT II,CM3988BT.jpg,Brown Cherry,Transitional Style,Ladder Back Chair,Padded Leatherette Seat,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Brown Cherry,,,,,"Create a warm and inviting feeling in your dining room with this transitional dining group. Featured here in brown cherry, this bar chair features tall and sleek wooden legs that stylishly support the molding trim on the matching table.  - -"
