1,Item,Page 17-18,Categories,Product Type,Feature,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
7155,CM4401E,762,Living,End Table,,"CM4401E-T, CM4401E-B",End Table,Furniture of America Atwood II Contemporary End Table,,2,0,0,0,3.3,38.94,"26""Dia X 22 1/4""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Atwood II,CM4401.jpg,Dark Walnut,Contemporary Style,"Solid Wood, Wood Veneer & Others",Cross-Oval Table Base,Dark Walnut Finish,8mm Tempered Glass Top,,,,,,"The modern and contemporary styling of these living room tables will add elegance to your home. Finished in dark walnut, each with a unique cross-oval base and a glass top. - -"
7158,CM4401S,762,Living,Sofa Table,,"CM4401S-T, CM4401S-B",Sofa Table,Furniture of America Atwood II Contemporary Sofa Table,,2,0,0,0,4.1,54.24,"48""L X 18""W X 30""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Atwood II,CM4401S.jpg,Dark Walnut,Contemporary Style,"Solid Wood, Wood Veneer & Others",Cross-Oval Table Base,Dark Walnut Finish,8mm Tempered Glass Top,,,,,,"The modern and contemporary styling of these living room tables will add elegance to your home. Finished in dark walnut, each with a unique cross-oval base and a glass top. - -"
7161,CM4848-3PK,762,Living,Coffee Table Set,,,3 Pc. Table Set (Coffee + 2 End),Furniture of America Dafni Contemporary 3 Pc. Table Set (Coffee + 2 End),CN,1,52,33.5,7.5,7.6,82,"48""L X 30""W X 18""H, 23 1/2""Dia X 23 1/4""H",Contemporary,"Tempered Glass, Solid Wood & Others",,,0,Dafni,CM4848-3PK.jpg,Black,Contemporary Style,Solid Wood & Others,8mm Tempered Glass Top,Black Finish,,,,,,,This striking living room table group features glass top tables and modern style table legs. - -
7164,CM4006-3PK-SET,763,Living,Coffee Table Set,,"CM4006-3PK-1, CM4006-3PK-2",3 Pc. Table Set (Coffee + 2 End),Furniture of America Orbe Contemporary 3 Pc. Table Set (Coffee + 2 End),,2,0,0,0,9.3,154,"38""Dia X 19H, 26""Dia X 23""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Orbe,CM4006-3PK.jpg,Espresso,Contemporary Style,"Solid Wood, Wood Veneer & Others",Cross Design Table Base,Espresso Finish,5mm Beveled Glass Top,,,,,,These matching occasional tables add contemporary style to any living area. Each with a glass round table top and unique base. - -
7165,CM4488E,763,Living,End Table,,,End Table,Furniture of America FINLEY Contemporary End Table,CN,1,31.5,27.6,5.3,2.6,27.06,"28""L X 24""W X 24""H",Contemporary,"Glass, Solid Wood, Wood Veneer & Others",,,0,FINLEY,CM4488.jpg,Espresso,Contemporary Style,Beveled Glass Top,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,,The elegant oval shape of these living room tables will add appeal to any living area. Each table has a beveled glass table top and an open shelf for display or storage. - -
7166,CM4488S,763,Living,Sofa Table,,,Sofa Table,Furniture of America FINLEY Contemporary Sofa Table,CN,1,52.6,24.6,5.3,3.9,36.08,"49""L X 21""W X 31""H",Contemporary,"Glass, Solid Wood, Wood Veneer & Others",,,0,FINLEY,CM4488.jpg,Espresso,Contemporary Style,Beveled Glass Top,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,,The elegant oval shape of these living room tables will add appeal to any living area. Each table has a beveled glass table top and an open shelf for display or storage. - -
7167,CM4488SO,763,Living,Sofa Table,Half Oval,,Semi-Oval Table,,CN,1,52.6,23.5,5.5,3.9,39.6,"51 5/8""L X 20 1/2""W X 31""H",Contemporary,,,,0,FINLEY,CM4488SO.jpg,Espresso,Contemporary Style,5mm Beveled Tempered Glass Top,"Solid Wood, Wood Veneer, Others*",Espresso Finish,,,,,,,The elegant semi-oval shape of this sofa tables will add appeal to any living area. The table has a beveled glass table top and an open shelf for display or storage. - -
7168,CM4950C,763,Living,Coffee Table,,,Coffee Table,Furniture of America Silver Mist Contemporary Coffee Table,CN,1,55,32,7,7.1,47,"51 1/2""L X 29 1/2""W X 18""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Silver Mist,CM4950.jpg,Dark Walnut,Contemporary Style,"Solid Wood, Wood Veneer & Others",Beveled Mirror Glass Top,Dark Walnut Finish,,,,,,,The elegant oval shape of these living room tables will add appeal to any living area. Each table has a beveled mirror glass table top and are accented with silver hardware. - -
7169,CM4950E,763,Living,End Table,,,End Table,Furniture of America Silver Mist Contemporary End Table,CN,1,29,29,9,4.4,36,"26""L X 22""W X 24 1/2""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Silver Mist,CM4950.jpg,Dark Walnut,Contemporary Style,"Solid Wood, Wood Veneer & Others",Beveled Mirror Glass Top,Dark Walnut Finish,,,,,,,The elegant oval shape of these living room tables will add appeal to any living area. Each table has a beveled mirror glass table top and are accented with silver hardware. - -
7170,CM4950S,763,Living,Sofa Table,,,Sofa Table,Furniture of America Silver Mist Contemporary Sofa Table,CN,1,53.5,23,9,6.4,49,"49 5/8""L X 18""W X 30""H",Contemporary,"Tempered Glass, Solid Wood, Wood Veneer & Others",,,0,Silver Mist,CM4950S.jpg,Dark Walnut,Contemporary Style,"Solid Wood, Wood Veneer & Others",Beveled Mirror Glass Top,Dark Walnut Finish,,,,,,,The elegant oval shape of these living room tables will add appeal to any living area. Each table has a beveled mirror glass table top and are accented with silver hardware. - -
7173,CM4725C-TABLE,764,Living,Coffee Table,,"CM4725C-1, CM4725C-2",Coffee Table,Furniture of America INDIRA Contemporary Coffee Table,,2,0,0,0,3.6,68.2,"48""L X 24""W X 18""H",Contemporary,,,,0,INDIRA,CM4725.jpg,"Satin Plated, Black",Contemporary Style,X-Crossed Table Supports,8mm Tempered Glass Top,Black Panel Base,Metal & Others*,Satin Plated Finish,,,,,"With a touch of modernity to easily complement its contemporary elements, this lustrous tableis sure to delight! Bent satin-plated posts come down to connect with the flat base, creating a chic silhouette that easily holds up the tempered glass top s. -"
7176,CM4725E-TABLE,764,Living,End Table,,"CM4725E-1, CM4725E-2",End Table,Furniture of America INDIRA Contemporary End Table,,2,0,0,0,2.9,31.2,"20""L X 20""W X 23""H",Contemporary,,,,0,INDIRA,CM4725.jpg,"Satin Plated, Black",Contemporary Style,X-Crossed Table Supports,8mm Tempered Glass Top,Black Panel Base,Metal & Others*,Satin Plated Finish,,,,,"With a touch of modernity to easily complement its contemporary elements, this lustrous tableis sure to delight! Bent satin-plated posts come down to connect with the flat base, creating a chic silhouette that easily holds up the tempered glass top s. -"
7179,CM4725S-TABLE,764,Living,Sofa Table,,"CM4725S-1, CM4725S-2",Sofa Table,Furniture of America INDIRA Contemporary Sofa Table,,2,0,0,0,4.6,53.9,"46""L X 16""W X 29""H",Contemporary,,,,0,INDIRA,CM4725S.jpg,Satin Plated,Contemporary Style,X-Crossed Table Supports,8mm Tempered Glass Top,Black Panel Base,Metal & Others*,Satin Plated Finish,,,,,"With a touch of modernity to easily complement its contemporary elements, this lustrous tableis sure to delight! Bent satin-plated posts come down to connect with the flat base, creating a chic silhouette that easily holds up the tempered glass top s. -"
7182,CM4726C-TABLE,764,Living,Coffee Table,,"CM4726C-1, CM4726C-2",Coffee Table,Furniture of America ORLA II Contemporary Coffee Table,,2,0,0,0,5.5,62.06,"48""L X 24""W X 18""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,ORLA II,CM4726.jpg,"Silver, Black",Contemporary Style,8mm Tempered Glass Top,Curved U-Shaped Structure,Black Panel Base,"Metal, Others",Satin Plated,,,,,"The sleek and contemporary aspects of this table set provide a great way to reinvent your living room. The satin plated base features a half circle, wide at the bottom and thinner towards the top, showcasing unique artistry while supported by a solid  rectangular base. -"
7185,CM4726E-TABLE,764,Living,End Table,,"CM4726E-1, CM4726E-2",End Table,Furniture of America ORLA II Contemporary End Table,,2,0,0,0,4.3,39.27,"24""L X 24""W X 23""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,ORLA II,CM4726.jpg,"Silver, Black",Contemporary Style,8mm Tempered Glass Top,Curved U-Shaped Structure,Black Panel Base,"Metal, Others",Satin Plated,,,,,"The sleek and contemporary aspects of this table set provide a great way to reinvent your living room. The satin plated base features a half circle, wide at the bottom and thinner towards the top, showcasing unique artistry while supported by a solid  rectangular base. -"
7188,CM4726S-TABLE,764,Living,Sofa Table,,"CM4726S-1, CM4726S-2",Sofa Table,Furniture of America ORLA II Contemporary Sofa Table,,2,0,0,0,9.9,62.48,"48""L X 18""W X 29""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,ORLA II,CM4726.jpg,"Silver, Black",Contemporary Style,8mm Tempered Glass Top,Curved U-Shaped Structure,Black Panel Base,"Metal, Others",Satin Plated,,,,,"The sleek and contemporary aspects of this table set provide a great way to reinvent your living room. The satin plated base features a half circle, wide at the bottom and thinner towards the top, showcasing unique artistry while supported by a solid  rectangular base. -"
7189,CM4727C,765,Living,Coffee Table,,"CM4727C-1, CM4727C-2",Coffee Table,Furniture of America VALO Contemporary Coffee Table,,2,0,0,0,2.8,50.6,"48""L X 28""W X 20""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,VALO,CM4727.jpg,"Silver, Black",Contemporary Style,8mm Black Beveled Tempered Glass Top,V-Pedestal,Metal & Others,Satin Plated Finish,,,,,,"These contemporary living room tables feature oval tempered glass tabletops and distinct pedestals, sure to add a modern air to any living space. - -"
7192,CM4727E,765,Living,End Table,,"CM4727E-1, CM4727E-2",End Table,Furniture of America VALO Contemporary End Table,,2,0,0,0,1.9,24.6,"22""Dia X 22 3/8""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,VALO,CM4727.jpg,"Silver, Black",Contemporary Style,8mm Black Beveled Tempered Glass Top,V-Pedestal,Metal & Others,Satin Plated Finish,,,,,,"These contemporary living room tables feature oval tempered glass tabletops and distinct pedestals, sure to add a modern air to any living space. - -"
7195,CM4727S,765,Living,Sofa Table,,"CM4727S-1, CM4727S-2",Sofa Table,Furniture of America VALO Contemporary Sofa Table,,2,0,0,0,2.5,35.9,"46""L X 16""W X 29 5/8""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,VALO,CM4727.jpg,"Silver, Black",Contemporary Style,8mm Black Beveled Tempered Glass Top,V-Pedestal,Metal & Others,Satin Plated Finish,,,,,,"These contemporary living room tables feature oval tempered glass tabletops and distinct pedestals, sure to add a modern air to any living space. - -"
7198,CM4728C,765,Living,Coffee Table,,"CM4728C-1, CM4728C-2",Coffee Table,Furniture of America ROXO Contemporary Coffee Table,,2,0,0,0,3.5,66.99,"50""L X 28""W X 18 1/2""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,ROXO,CM4728.jpg,"Silver, Black",Contemporary Style,8mm Beveled Tempered Glass Top,Curving Pedestal,Metal & Others,Satin Plated Finish,,,,,,"These modern living room pieces showcase tempered glass tabletops and distinct pedestals, sure to add contemporary style to any home décor - -"
7201,CM4728E,765,Living,End Table,,"CM4728E-1, CM4728E-2",End Table,Furniture of America ROXO Contemporary End Table,,2,0,0,0,2.7,34.1,"24""L X 22""W X 23 1/2""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,ROXO,CM4728.jpg,"Silver, Black",Contemporary Style,8mm Beveled Tempered Glass Top,Curving Pedestal,Metal & Others,Satin Plated Finish,,,,,,"These modern living room pieces showcase tempered glass tabletops and distinct pedestals, sure to add contemporary style to any home décor - -"
7204,CM4728S,765,Living,Sofa Table,,"CM4728S-1, CM4728S-2",Sofa Table,Furniture of America ROXO Contemporary Sofa Table,,2,0,0,0,3.9,54.8,"48""L X 18""W X 30 1/4""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,ROXO,CM4728.jpg,"Silver, Black",Contemporary Style,8mm Beveled Tempered Glass Top,Curving Pedestal,Metal & Others,Satin Plated Finish,,,,,,"These modern living room pieces showcase tempered glass tabletops and distinct pedestals, sure to add contemporary style to any home décor - -"
7207,CM4729C,765,Living,Coffee Table,,"CM4729C-1, CM4729C-2",Coffee Table,Furniture of America NOVA Contemporary Coffee Table,,2,0,0,0,4.2,59,"38""Dia X 16 1/4""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,NOVA,CM4729.jpg,"Silver, Black",Contemporary Style,8mm Beveled Tempered Glass Top,Twisting Pedestal,Metal & Others,Satin Plated Finish,,,,,,"Add a modern artistic air to your living space with this living room tables set, showcasing tempered glass table tops supported by unique twisting pedestals. - -"
7210,CM4729E,765,Living,End Table,,"CM4729E-1, CM4729E-2",End Table,Furniture of America NOVA Contemporary End Table,,2,0,0,0,3.5,40.2,"26""Dia X 22 1/2""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,NOVA,CM4729.jpg,"Silver, Black",Contemporary Style,8mm Beveled Tempered Glass Top,Twisting Pedestal,Metal & Others,Satin Plated Finish,,,,,,"Add a modern artistic air to your living space with this living room tables set, showcasing tempered glass table tops supported by unique twisting pedestals. - -"
7213,CM4729S,765,Living,Sofa Table,,"CM4729S-1, CM4729S-2",Sofa Table,Furniture of America NOVA Contemporary Sofa Table,,2,0,0,0,5,54.8,"45""L X 18""W X 28 3/4""H",Contemporary,"Stainless Steel, Tempered Glass",,,0,NOVA,CM4729.jpg,"Silver, Black",Contemporary Style,8mm Beveled Tempered Glass Top,Twisting Pedestal,Metal & Others,Satin Plated Finish,,,,,,"Add a modern artistic air to your living space with this living room tables set, showcasing tempered glass table tops supported by unique twisting pedestals. - -"
7218,CM4169C-TABLE,766,Living,Coffee Table,,"CM4169C-1, CM4169C-2",Coffee Table,Furniture of America RYLIE Contemporary Coffee Table,,2,0,0,0,4.5,58.96,"38""DIA X 16 1/4""H",Contemporary,,,,0,RYLIE,CM4169.jpg,Powder Coated Black,Contemporary Style,Propeller Leg Design,8mm Tempered Glass Top,Satin Plated Center Ball,Metal Frame,Powder Coated Black,,,,,"Decorate your living room with this unique propeller themed coffee table collection. A one-of-a-kind design featuring a propeller pedestal base and a tempered glass table top, this accent table set is an artistic way to display your furniture! - -"
7221,CM4169E-TABLE,766,Living,End Table,,"CM4169E-1, CM4169E-2",End Table,Furniture of America RYLIE Contemporary End Table,,2,0,0,0,2.6,35,"26""DIA X 22 1/2""H",Contemporary,,,,0,RYLIE,CM4169.jpg,Powder Coated Black,Contemporary Style,Propeller Leg Design,8mm Tempered Glass Top,Satin Plated Center Ball,Metal Frame,Powder Coated Black,,,,,"Decorate your living room with this unique propeller themed end table collection. A one-of-a-kind design featuring a propeller pedestal base and a tempered glass table top, this accent table set is an artistic way to display your furniture! - -"
7222,CM4371C,766,Living,Coffee Table,,,Coffee Table,,CN,1,36.8,35.3,5.5,4.1,70,"33 3/4""DIA X 18""H",Contemporary,,,,0,Rikki,CM4371.jpg,Champagne,Contemporary Style,8mm Tempered Glass Top,Clear Acrylic Legs,Metal Accents,Metal & Acrylic,Clear Finish,,,,,A luxurious champagne framework with glass tempered top and a smoke mirror shelf creates the structure for a flawlessly accent table. This table features a chic contemporary style that double as multifunctional decor for your home. Store away books o r display accessories upon the lower shelve and adorn your living room with impeccable taste. -
7223,CM4371E,766,Living,End Table,,,End Table,,CN,1,25.8,23.8,7.3,2.6,35,"21 1/4""DIA X 23 3/4""H",Contemporary,,,,0,Rikki,CM4371.jpg,Champagne,Contemporary Style,8mm Tempered Glass Top,Clear Acrylic Legs,Metal Accents,Metal & Acrylic,Clear Finish,,,,,A luxurious champagne framework with glass tempered top and a smoke mirror shelf creates the structure for a flawlessly accent table. This table features a chic contemporary style that double as multifunctional decor for your home. Store away books o r display accessories upon the lower shelve and adorn your living room with impeccable taste. -
7226,CM4385C-3A-TABLE,766,Living,Coffee Table,,"CM4385C-1-3A, CM4385C-2-3A",Coffee Table,Furniture of America TULA Contemporary Coffee Table,,2,0,0,0,3,46.39,"35 1/2""DIA X 18""H",Contemporary,,,,0,TULA,CM4385.jpg,Clear,Contemporary Style,Propeller Leg Design,8mm Tempered Glass Top,Satin Plated Center Ball,Metal Frame,Powder Coated Black,,,,,"The perfect centerpiece for a stylish modern living room, this tablefeatures an immaculate transparent design. A tempered glass table top resting on interlocking acrylic legs creates a unique focal point. Thin chrome accents along the feet add a da sh of glamour. An extraordinary style to add to a contemporary home! -"
