1,Item,Page 17-18,Categories,Product Type,Feature,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
6374,CM6503LB-CH,609,Living,Chair,,,"Chair, Light Brown","Furniture of America JAYA Transitional Chair, Light Brown",CN,1,47.3,35,23,22,90.2,"46 7/8""L X 38 3/8""W X 40 7/8""H  (Seat Ht: 18 7/8"", Seat Dp: 20 1/2"")",Transitional,,,,0,JAYA,CM6503LB-CH.jpg,Light Brown,Transitional Style,Plush Cushions,Padded Microfiber,Solid Wood & Others*,Light Brown,,,,,,Prominently display this comfy chair in your living room to easily guide the conversation over to these contemporary seats. The conspicuous welt trim adds sleek contrast to the faux nubuck upholstery and highlights the plush armrests and seat cushion s. Strike up a conversation and keep it going long into the night so you can relax against the comfortable cushions for as long as possible. -
6375,CM6503LB-LV,609,Living,Love Seat,,,"Love Seat, Light Brown","Furniture of America JAYA Transitional Love Seat, Light Brown",CN,1,66.3,35,23,30.9,125.4,"65 1/2""L X 38 3/8""W X 40 7/8""H  (Seat Ht: 18 7/8"", Seat Dp: 20 1/2"")",Transitional,,,,0,JAYA,CM6503LB.jpg,Light Brown,Transitional Style,Plush Cushions,Padded Microfiber,Solid Wood & Others*,Light Brown,,,,,,Prominently display this comfy love seat in your living room to easily guide the conversation over to these contemporary seats. The conspicuous welt trim adds sleek contrast to the faux nubuck upholstery and highlights the plush armrests and seat cus hions. Strike up a conversation and keep it going long into the night so you can relax against the comfortable cushions for as long as possible. -
6376,CM6503LB-SF,609,Living,Sofa,,,"Sofa, Light Brown","Furniture of America JAYA Transitional Sofa, Light Brown",CN,1,87.8,35,23,40.9,160.6,"87""L X 38 3/8""W X 40 7/8""H  (Seat Ht: 18 7/8"", Seat Dp: 20 1/2"")",Transitional,,,,0,JAYA,CM6503LB.jpg,Light Brown,Transitional Style,Plush Cushions,Padded Microfiber,Solid Wood & Others*,Light Brown,,,,,,Prominently display this comfy sofa in your living room to easily guide the conversation over to these contemporary seats. The conspicuous welt trim adds sleek contrast to the faux nubuck upholstery and highlights the plush armrests and seat cushions . Strike up a conversation and keep it going long into the night so you can relax against the comfortable cushions for as long as possible. -
6379,CM6908BK-SET,610,Living,Sectional,,"CM6908BK-1, CM6908BK-2","Sectional w/ Sleeper, Graphite","Furniture of America ALCESTER Contemporary Sectional w/ Sleeper, Graphite",,2,0,0,0,72.2,272.8,"112 3/4""L X 65""W X 40""H",Contemporary,,100% Polyester,,0,ALCESTER,CM6908BK.jpg,Graphite,,,,,,,,,,,
6382,CM6908BR-SET,610,Living,Sectional,,"CM6908BR-1, CM6908BR-2","Sectional w/ Sleeper, Ash Brown","Furniture of America ALCESTER Contemporary Sectional w/ Sleeper, Ash Brown",,2,0,0,0,72.2,272.8,"112 3/4""L X 65""W X 40""H",Contemporary,,100% Polyester,,0,ALCESTER,CM6908BR.jpg,Brown,,,,,,,,,,,
6385,CM6839-SECTIONAL,611,Living,Sectional,,"CM6839-1, CM6839-2",Sectional,Furniture of America Blaire Transitional Sectional,,2,0,0,0,56,249,"90""L X 63""W X 40 1/2""H",Transitional,Fabric,,,0,Blaire,CM6839.jpg,Graphite,Transitional Style,Underseat Storage,Plush Seats & Cushions,Curved Arms,Converts into Bed,Graphite,,,,,This sectional guarantees you will always be ready for any situation when you - -
6388,CM6862-OT,611,Living,Ottoman,,,Ottoman W/Side Table,Furniture of America CLARE Contemporary Ottoman W/Side Table,VN,1,31.3,24.5,14.3,6.3,33,,Contemporary,,,,0,CLARE,CM6862-OT-WB.jpg,Brown,Contemporary Style,Button Tufted Design,Side Table Included,Padded Linen,Solid Wood & Others*,Brown,,,,,"Versatile and multifunctional, this sofa set offers multiple arrangement options to personalize your living space. The handy ottoman can be integrated into a long sofa or doubles as a comfortable chaise while every seat offers plush cushioning for yo ur comfort. Charming button tufts along the backs add unique style as the soft brown linen creates a warm and inviting atmosphere. End table included. -"
6389,CM6862-SET,611,Living,Sofa,,"CM6862-LV, CM6862-CH, CM6862-OT",Sofa + Ottoman + Side Table,Furniture of America CLARE Contemporary Sofa + Ottoman + Side Table,,3,0,0,0,46.4,161.26,,Contemporary,,,,#N/A,CLARE,CM6862.jpg,Brown,Contemporary Style,Button Tufted Design,Optional Ottoman w/ Side Table,Padded Linen,Solid Wood & Others*,Brown,,,,,"Versatile and multifunctional, this sofa set offers multiple arrangement options to personalize your living space. The handy ottoman can be integrated into a long sofa or doubles as a comfortable chaise while every seat offers plush cushioning for yo ur comfort. Charming button tufts along the backs add unique style as the soft brown linen creates a warm and inviting atmosphere. End table included. -"
6391,CM6316-OT,612,Living,Ottoman,,,Ottoman,Furniture of America LOMMA Contemporary Ottoman,CN,1,37.2,25.5,15.2,8.3,53.9,"35""L X 25""W X 19""H",Contemporary,,"95% Polyester, 5% Other",,0,LOMMA,CM6316.jpg,Black,Contemporary Style,Plush Cushion,Plastic Leg,Flannelette Fabric,Black,,,,,,"Upholstered in plush yet durable flannelette, this ottoman offers long-lasting quality and style. - -"
6393,CM6316-SECTIONAL,612,Living,Sectional,,"CM6316-RS, CM6316-LCE","Sectional, Black Flannelette Fabric","Furniture of America LOMMA Contemporary Sectional, Black Flannelette Fabric",,2,0,0,0,56.1,247.94,"109""L X 83""W X 37 1/2""H (Seat Ht: 19"", Seat Dp: 21 1/4"")",Contemporary,,"95% Polyester, 5% Other",,0,LOMMA,CM6316.jpg,Black,Contemporary Style,Plush Seats & Cushions,Plastic Leg,Flannelette Fabric,Black,,,,,,"Upholstered in plush yet durable flannelette, this modern sofa offers long-lasting quality and style. - -"
6396,CM6824-SET,612,Living,Sectional,,"CM6824LS, CM6824RS",Sectional,Furniture of America Holt Contemporary Sectional,,2,0,0,0,63.6,207.23,"103 1/2""L X 82""W X 37 1/4""H (Seat Ht: 17 1/4"", Seat Dp: 22"")",Contemporary,,100% Polyester,,0,Holt,CM6824.jpg,Black,Contemporary Style,Pneumatic Gas Lift Headrests,Chrome Legs,Black Bella Fabric,,,,,,,"This sectional has folding headrests with pneumatic gas lifts and chrome legs. The single large arm, straight lines, and soft black bella fabricgive this sofa a contemporary look. - -"
6398,CM6790-CH,613,Living,Chair,,,Chair,,CN,1,40,36.5,25,21.1,77,"39 3/4""L X 37 1/2""W X 36""H (SEAT DP: 22 1/2"", SEAT HT: 19 1/2"")",Contemporary,Linen,,,0,Jensen,CM6790.jpg,Dark Gray,Contemporary Style,Track Arms,Padded Fabric,Tufted Backrest,Dark Gray,,,,,,
6400,CM6790-OT,613,Living,Ottoman,,,Ottoman,,CN,1,64,28.5,15,15.8,44,"62""L X 26""W X 19 1/2""H",Contemporary,Linen,,,0,Jensen,CM6790.jpg,Dark Gray,Contemporary Style,Padded Fabric,Dark Gray,,,,,,,,
6401,CM6790-SECTIONAL,613,Living,Sectional,,"CM6790-CE, CM6790-LS",Sectional,Furniture of America Jensen Contemporary Sectional,,2,0,0,0,70.9,211,"110""L X 64 1/2""W X 36""H",Contemporary,Linen,100% Polyester,,0,Jensen,CM6790.jpg,Dark Gray,Contemporary Style,Track Arms,Padded Fabric,Tufted Backrest,Pillows Included,Dark Gray,,,,,"This sofa set showcases everything you look for in a living room collection. Separate the ottoman from the sectional to offer a spacious and comfortable seating arrangement for entertaining guests. Push the ottoman inwards to create a comfortable bed  to stretch out on. Supported atop sturdy tapering wood legs, this sofa set will provide plenty of versatile comfort for years to come. -"
6404,CM6837-SECTIONAL,613,Living,Sectional,,"CM6837-1, CM6837-2",Sectional w/ Ottoman,Furniture of America Valter Contemporary Sectional w/ Ottoman,,2,0,0,0,51.7,212.96,"84 1/2""L X 60""W X 37""H",Contemporary,Bonded Leather Match,,,0,Valter,CM6837.jpg,Black,Transitional Style,Reversible Chaise,Biscuit-style Tufting,Double Stitching Details,Track Arms,Ottoman Included,Bonded Leather Match,Black,,,"The versatile design of this sectional permits the best of all worlds, whether you need seats to host a get-together in your living room or if an unexpected guest needs to spend the night on the pull-out bed. Choose whether to have the chaise on the  left or right by switching where the ottoman is positioned, guaranteeing you'll be able to make this piece work with any decor situation. -"
6405,CM6111C,614,Living,Chair,,,Chair,Furniture of America Saillon Contemporary Chair,CN,1,37.3,39.8,20.9,17.9,84.7,"37""L X 39 3/4""W X 35""H",Contemporary,,100% Polyester,"30% Polyester, 70% PVC",0,Saillon,CM6111.jpg,"Gray, Black",Contemporary Style,Fabric & Leatherette,Pillows Included,Gray & Black,,,,,,,"This contemporary living room group features contrasting fabric and leatherette upholstery, chrome legs and loose accent pillows. The low seats and chaise provide additional ease and comfort. - -"
6406,CM6111CE,614,Living,Chaise,,,Chaise,Furniture of America Saillon Contemporary Chaise,CN,1,66.3,37.3,20.9,29.8,52.8,"37""L X 65 3/8""W X 35""H",Contemporary,,100% Polyester,"30% Polyester, 70% PVC",0,Saillon,CM6111.jpg,"Gray, Black",Contemporary Style,Fabric & Leatherette,Pillows Included,Gray & Black,,,,,,,"This contemporary living room group features contrasting fabric and leatherette upholstery, chrome legs and loose accent pillows. The low seats and chaise provide additional ease and comfort. - -"
6407,CM6111S,614,Living,Sofa,,,Sofa,Furniture of America Saillon Contemporary Sofa,CN,1,77.8,39.8,20.9,37.3,105.6,"77 1/2""L X 39 3/4""W X 35""H",Contemporary,,100% Polyester,"30% Polyester, 70% PVC",0,Saillon,CM6111.jpg,"Gray, Black",Contemporary Style,Fabric & Leatherette,Pillows Included,Gray & Black,,,,,,,"This contemporary living room group features contrasting fabric and leatherette upholstery, chrome legs and loose accent pillows. The low seats and chaise provide additional ease and comfort. - -"
6408,CM6267,614,Living,Futon,,,Futon + 2 Ottomans,Furniture of America GHENT Contemporary Futon + 2 Ottomans,CN,1,83.3,32.8,22.8,35.9,188.54,"SOFA: 82""L X 32""W X 37""H (Seat Ht: 16 1/2"", Seat Dp: 19 1/2""), Chaise: 41""L X 24""W X 16 3/4""H, Ottoman: 33""L X 24""W X 16 1/2""H",Contemporary,,"65% Polyester, 35% Linen",,0,GHENT,CM6267.jpg,"Light Brown, Dark Brown",Modern Style,Convertible Sofa Bed,Padded Flax Fabric,Padded Cushions,Light Brown & Dark Brown,,,,,,The unique design of this multi-functional piece allows for the spacious sofa to convert into a spacious bed. This one of a kind piece offers increased comfort while creatively saving space. - -
6411,CM6149BK-LTR-SET,615,Living,Sectional,,"CM6149BK-LTR-1, CM6149BK-LTR-2","Sectional, Black Bonded Leather Match","Furniture of America DENTON Transitional Sectional, Black Bonded Leather Match",,2,0,0,0,48.4,231.3,"98 3/4""L X 63 3/4""W X 36 3/4""H",Transitional,,,,0,DENTON,CM6149BK-LTR.jpg,Black,,,,,,,,,,,
6414,CM6149GY-SET,615,Living,Sectional,,"CM6149GY-1, CM6149GY-2","Sectional, Gray Fabric","Furniture of America DENTON Transitional Sectional, Gray Fabric",,2,0,0,0,48.4,231.3,"98 3/4""L X 63 3/4""W X 36 3/4""H",Transitional,,100% Polyester,,0,DENTON,CM6149GY.jpg,Gray,,,,,,,,,,,
6417,CM6149IV-SET,615,Living,Sectional,,"CM6149IV-1, CM6149IV-2","Sectional, Ivory Fabric","Furniture of America DENTON Transitional Sectional, Ivory Fabric",,2,0,0,0,48.4,231.3,"97""L X 63 3/4""W X 36 3/4""H",Transitional,,100% Polyester,,0,DENTON,CM6149IV.jpg,Ivory,Contemporary Style,Reversible Chaise,Converts into Bed,Underseat Storage,Available in 3 Colors,,,,,,"For smaller spaces, this medium-sized sectional is the perfect option. With a reversible chaise that fits on either left or right side, it effortlessly converts into a bed, making it not only a good looking contemporary piece, but also a smart, versa tile choice. -"
6420,CM6716BG-CH-PK,616,Living,Chair,,"CM6716BG-CH-1, CM6716BG-2","Chair, Beige","Furniture of America YSABEL Contemporary Chair, Beige",,2,0,0,0,11.4,62.7,"36""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716BG.jpg,Beige,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Beige,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6422,CM6716BG-LV-PK,616,Living,Love Seat,,"CM6716BG-LV-1, CM6716BG-2","Love Seat, Beige","Furniture of America YSABEL Contemporary Love Seat, Beige",,2,0,0,0,17,85.16,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716BG.jpg,Beige,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Beige,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6424,CM6716BG-SF-PK,616,Living,Sofa,,"CM6716BG-SF-1, CM6716BG-2","Sofa, Beige","Furniture of America YSABEL Contemporary Sofa, Beige",,2,0,0,0,22.7,102.3,"75 1/2""L X 35 1/4""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716BG.jpg,Beige,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Beige,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6427,CM6716GY-CH-PK,616,Living,Chair,,"CM6716GY-CH-1, CM6716GY-2","Chair, Warm Gray","Furniture of America YSABEL Contemporary Chair, Warm Gray",,2,27,34,14.5,11.4,62.7,"36""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716GY-CH.jpg,Warm Gray,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Warm Gray,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6429,CM6716GY-LV-PK,616,Living,Love Seat,,"CM6716GY-LV-1, CM6716GY-2","Love Seat, Warm Gray","Furniture of America YSABEL Contemporary Love Seat, Warm Gray",,2,0,0,0,17,85.16,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716GY.jpg,Warm Gray,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Warm Gray,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6431,CM6716GY-SF-PK,616,Living,Sofa,,"CM6716GY-SF-1, CM6716GY-2","Sofa, Warm Gray","Furniture of America YSABEL Contemporary Sofa, Warm Gray",,2,0,0,0,22.7,102.3,"75 1/2""L X 35 1/4""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716GY.jpg,Warm Gray,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Warm Gray,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6434,CM6716NV-CH-PK,616,Living,Chair,,"CM6716NV-CH-1, CM6716NV-2","Chair, Navy","Furniture of America YSABEL Contemporary Chair, Navy",,2,0,0,0,11.4,62.7,"36""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716NV.jpg,Navy,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Navy,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6436,CM6716NV-LV-PK,616,Living,Love Seat,,"CM6716NV-LV-1, CM6716NV-2","Love Seat, Navy","Furniture of America YSABEL Contemporary Love Seat, Navy",,2,46.5,34,14.5,17,85.16,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716NV.jpg,Navy,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Navy,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6438,CM6716NV-SF-PK,616,Living,Sofa,,"CM6716NV-SF-1, CM6716NV-2","Sofa, Navy","Furniture of America YSABEL Contemporary Sofa, Navy",,2,66.5,34,14.5,22.7,102.3,"75 1/2""L X 35 1/4""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,100% Polyester,,0,YSABEL,CM6716NV.jpg,Navy,Contemporary Style,Cushioned Inside Armrests,Tufted Cushions,Flannelette Fabric,Available in 3 Colors,Navy,,,,,Add some modern charm to your home with this flannelette living room set. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options. - -
6441,CM6368BG-SECTIONAL,617,Living,Sectional,,"CM6368BG-1, CM6368BG-2","Sectional, Beige","Furniture of America PEEVER II Contemporary Sectional, Beige",,2,0,0,0,51.6,221.1,"105 1/4""L X 82 1/4""W X 32 3/4""H",Contemporary,,100% Polyester,,0,PEEVER II,CM6368BG.jpg,Beige,Contemporary Style,Tufted Cushions,Cushioned Inside Armrests,Flannelette Fabric,Available in 3 Colors,Beige,,,,,Add some modern charm to your home with this flannelette living room sectional. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options . -
6444,CM6368GY-SECTIONAL,617,Living,Sectional,,"CM6368GY-1, CM6368GY-2","Sectional, Warm Gray","Furniture of America PEEVER II Contemporary Sectional, Warm Gray",,2,0,0,0,51.6,221.1,"105 1/4""L X 82 1/4""W X 32 3/4""H",Contemporary,,100% Polyester,,0,PEEVER II,CM6368GY.jpg,Warm Gray,Contemporary Style,Tufted Cushions,Cushioned Inside Armrests,Flannelette Fabric,Available in 3 Colors,Warm  Gray,,,,,Add some modern charm to your home with this flannelette living room sectional. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options . -
6447,CM6368NV-SECTIONAL,617,Living,Sectional,,"CM6368NV-1, CM6368NV-2","Sectional, Navy","Furniture of America PEEVER II Contemporary Sectional, Navy",,2,0,0,0,51.6,221.1,"105 1/4""L X 82 1/4""W X 32 3/4""H",Contemporary,,100% Polyester,,0,PEEVER II,CM6368NV.jpg,Navy,Contemporary Style,Tufted Cushions,Cushioned Inside Armrests,Flannelette Fabric,Available in 3 Colors,Navy,,,,,Add some modern charm to your home with this flannelette living room sectional. The tufted cushions provide visual interest while the slightly angled back and armrests offer the best setting for long movies or gatherings. Available in 3 color options . -
6450,CM6717BK-CH-PK,618,Living,Chair,,"CM6717BK-CH-1, CM6717BK-2","Chair, Black","Furniture of America Pierre Contemporary Chair, Black",,2,27,34,14.5,11.4,62.7,"36""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717BK.jpg,Black,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6452,CM6717BK-LV-PK,618,Living,Love Seat,,"CM6717BK-LV-1, CM6717BK-2","Love Seat, Black","Furniture of America Pierre Contemporary Love Seat, Black",,2,0,0,0,17,85.16,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717BK.jpg,Black,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6454,CM6717BK-SF-PK,618,Living,Sofa,,"CM6717BK-SF-1, CM6717BK-2","Sofa, Black","Furniture of America Pierre Contemporary Sofa, Black",,2,0,0,0,22.7,102.3,"75 1/2""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717BK.jpg,Black,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6457,CM6717BR-CH-PK,618,Living,Chair,,"CM6717BR-CH-1, CM6717BR-2","Chair, Brown","Furniture of America YSABEL Contemporary Chair, Brown",,2,0,0,0,11.4,62.7,"36""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,YSABEL,CM6717BR.jpg,Brown,Contemporary Style,Double Stitching,Cushioned Inside Armrests,Leatherette,Available in 4 Colors,,,,,,"Although simple at first glance, this set has special features found in the details. Double stitching runs across the black, white, brown or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6459,CM6717BR-LV-PK,618,Living,Love Seat,,"CM6717BR-LV-1, CM6717BR-2","Love Seat, Brown","Furniture of America YSABEL Contemporary Love Seat, Brown",,2,0,0,0,17,85.16,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,YSABEL,CM6717BR.jpg,Brown,Contemporary Style,Double Stitching,Cushioned Inside Armrests,Leatherette,Available in 4 Colors,,,,,,"Although simple at first glance, this set has special features found in the details. Double stitching runs across the black, white, brown or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6461,CM6717BR-SF-PK,618,Living,Sofa,,"CM6717BR-SF-1, CM6717BR-2","Sofa, Brown","Furniture of America YSABEL Contemporary Sofa, Brown",,2,0,0,0,22.7,102.3,"75 1/2""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,YSABEL,CM6717BR.jpg,Brown,Contemporary Style,Double Stitching,Cushioned Inside Armrests,Leatherette,Available in 4 Colors,,,,,,"Although simple at first glance, this set has special features found in the details. Double stitching runs across the black, white, brown or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6464,CM6717RD-CH-PK,618,Living,Chair,,"CM6717RD-CH-1, CM6717RD-2","Chair, Mahogany Red","Furniture of America Pierre Contemporary Chair, Mahogany Red",,2,0,0,0,11,62.7,"36""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717RD.jpg,Red,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6466,CM6717RD-LV-PK,618,Living,Love Seat,,"CM6717RD-LV-1, CM6717RD-2","Love Seat, Mahogany Red","Furniture of America Pierre Contemporary Love Seat, Mahogany Red",,2,0,0,0,16.6,85.16,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717RD.jpg,Red,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6468,CM6717RD-SF-PK,618,Living,Sofa,,"CM6717RD-SF-1, CM6717RD-2","Sofa, Mahogany Red","Furniture of America Pierre Contemporary Sofa, Mahogany Red",,2,0,0,0,22.3,102.3,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717RD.jpg,Red,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6471,CM6717WH-CH-PK,618,Living,Chair,,"CM6717WH-CH-1, CM6717WH-2","Chair, White","Furniture of America Pierre Contemporary Chair, White",,2,0,0,0,11.4,62.7,"36""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717WH-CH.jpg,White,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6473,CM6717WH-LV-PK,618,Living,Love Seat,,"CM6717WH-LV-1, CM6717WH-2","Love Seat, White","Furniture of America Pierre Contemporary Love Seat, White",,2,0,0,0,17,85.16,"56""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717WH.jpg,White,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6475,CM6717WH-SF-PK,618,Living,Sofa,,"CM6717WH-SF-1, CM6717WH-2","Sofa, White","Furniture of America Pierre Contemporary Sofa, White",,2,0,0,0,22.7,102.3,"75 1/2""L X 35""W X 32 1/2""H (Seat Ht: 18"", Seat Dp: 22 1/2"")",Contemporary,,,,0,Pierre,CM6717WH.jpg,White,Contemporary Style,Cushioned Inside Armrests,Double Stitching,Leatherette,Available in 3 Colors,,,,,,"Although simple at first glance, this seating group has special features found in the details. Double stitching runs across the black, white, or mahogany red leatherette, while the inside armrests are cushioned for maximum comfort. - -"
6478,CM6268BK-SET,619,Living,Sectional,,"CM6268BK-1, CM6268BK-2","Sectional, Black","Furniture of America PEEVER Contemporary Sectional, Black",,2,0,0,0,51.6,221.1,"104""L X 82""W X 33""H",Contemporary,,,,0,PEEVER,CM6268BK.jpg,Black,Contemporary Style,Button Tufted Cushions,Pillows Included,Leatherette,Available in 4 Colors,,,,,,"Whether having friends over to watch a movie or lounging around after work, this corner sofa will be a great addition to your living room. Upholstered in leatherette, there are four color options to choose from to match any home. - -"
6481,CM6268BR-SET,619,Living,Sectional,,"CM6268BR-1, CM6268BR-2","Sectional, Brown","Furniture of America PEEVER Contemporary Sectional, Brown",,2,0,0,0,51.6,221.1,"104""L X 82""W X 33""H",Contemporary,,,,0,PEEVER,CM6268BR.jpg,Brown,Contemporary Style,Button Tufted Cushions,Pillows Included,Leatherette,Available in 4 Colors,,,,,,"Whether having friends over to watch a movie or lounging around after work, this corner sofa will be a great addition to your living room. Upholstered in leatherette, there are four color options to choose from to match any home. - -"
